PomBase:SPAC212.08c	UniProtKB:Q9HGP7
PomBase:SPBPJ4664.02	UniProtKB:Q96WV6
PomBase:SPBC119.03	UniProtKB:O42898
PomBase:SPBC119.04	UniProtKB:P08090
PomBase:SPBC119.10	UniProtKB:P78753
PomBase:SPBC119.11c	UniProtKB:Q152U6
PomBase:SPBC119.11c	UniProtKB:P22192
PomBase:SPBC119.18	UniProtKB:Q96VG1
PomBase:SPBC577.03c	UniProtKB:Q9USR6
PomBase:SPBC577.02	UniProtKB:Q9USR7
PomBase:SPBC577.05c	UniProtKB:Q9USR4
PomBase:SPBC577.06c	UniProtKB:Q9USR3
PomBase:SPBC577.07	UniProtKB:Q9USR2
PomBase:SPBC577.08c	UniProtKB:Q9USR1
PomBase:SPBC577.12	UniProtKB:Q9USQ7
PomBase:SPBC577.14c	UniProtKB:Q9USQ5
PomBase:SPBC577.15c	UniProtKB:Q9USQ4
PomBase:SPBC530.05	UniProtKB:O59741
PomBase:SPBC530.07c	UniProtKB:O59743
PomBase:SPBC530.08	UniProtKB:O59744
PomBase:SPBC530.10c	UniProtKB:P78754
PomBase:SPBC530.10c	UniProtKB:Q09188
PomBase:SPBC530.13	UniProtKB:O59748
PomBase:SPBC530.14c	UniProtKB:P36616
PomBase:SPBC530.15c	UniProtKB:O74829
PomBase:SPBC36.01c	UniProtKB:O59698
PomBase:SPBC36.02c	UniProtKB:O59699
PomBase:SPBC36.03c	UniProtKB:O59700
PomBase:SPBC36.07	UniProtKB:O59704
PomBase:SPBC36.09	UniProtKB:O59706
PomBase:SPBC36.10	UniProtKB:O59707
PomBase:SPBC36.11	UniProtKB:O59708
PomBase:SPBC36.12c	UniProtKB:O59709
PomBase:SPBC713.03	UniProtKB:Q9C1X2
PomBase:SPBC713.04c	UniProtKB:Q9C1X1
PomBase:SPBC713.12	UniProtKB:Q9C1W3
PomBase:SPBC216.03	UniProtKB:Q9Y7K0
PomBase:SPBC216.06c	UniProtKB:Q9UUM2
PomBase:SPBC646.04	UniProtKB:Q10295
PomBase:SPBC646.05c	UniProtKB:P36596
PomBase:SPBC646.06c	UniProtKB:O94510
PomBase:SPBC646.07c	UniProtKB:O94511
PomBase:SPBC646.12c	UniProtKB:P33277
PomBase:SPBC646.11	UniProtKB:O94515
PomBase:SPBC646.13	UniProtKB:Q09826
PomBase:SPBC646.14c	UniProtKB:O43114
PomBase:SPBC646.17c	UniProtKB:O94518
PomBase:SPBP35G2.16c	UniProtKB:C6Y4C5
PomBase:SPBP35G2.05c	UniProtKB:P40234
PomBase:SPBP35G2.07	UniProtKB:P36620
PomBase:SPBP35G2.08c	UniProtKB:Q9P795
PomBase:SPBP35G2.12	UniProtKB:Q9P791
PomBase:SPBC146.04	UniProtKB:Q9Y806
PomBase:SPBC146.05c	UniProtKB:Q9Y805
PomBase:SPBC146.06c	UniProtKB:Q9Y804
PomBase:SPBC146.07	UniProtKB:P36629
PomBase:SPBC146.09c	UniProtKB:Q9UTV0
PomBase:SPBC146.09c	UniProtKB:Q9Y802
PomBase:SPBC146.10	UniProtKB:Q9Y801
PomBase:SPBC146.12	UniProtKB:Q9Y7Z9
PomBase:SPBC146.13c	UniProtKB:Q9Y7Z8
PomBase:SPBC146.14c	UniProtKB:Q9UUF7
PomBase:SPBC337.05c	UniProtKB:P78921
PomBase:SPBC337.06c	UniProtKB:P78794
PomBase:SPBC337.10c	UniProtKB:O74821
PomBase:SPBC337.11	UniProtKB:O74822
PomBase:SPBC337.16	UniProtKB:O74827
PomBase:SPBC1734.01c	UniProtKB:O74828
PomBase:SPBC1734.02c	UniProtKB:P30261
PomBase:SPBC1734.03	UniProtKB:Q4LB35
PomBase:SPBC1734.06	UniProtKB:O74747
PomBase:SPBC1734.09	UniProtKB:O74750
PomBase:SPBC1734.10c	UniProtKB:O74751
PomBase:SPBC1734.15	UniProtKB:Q09948
PomBase:SPBC1734.16c	UniProtKB:O74755
PomBase:SPBC1709.01	UniProtKB:O74756
PomBase:SPBC1709.02c	UniProtKB:O75005
PomBase:SPBC1709.03	UniProtKB:O74728
PomBase:SPBC1709.05	UniProtKB:Q10284
PomBase:SPBC1709.06	UniProtKB:O74731
PomBase:SPBC1709.07	UniProtKB:O74732
PomBase:SPBC1709.09	UniProtKB:O74734
PomBase:SPBC1709.10c	UniProtKB:O74735
PomBase:SPBC1709.12	UniProtKB:O74737
PomBase:SPBC1709.13c	UniProtKB:O74738
PomBase:SPBC1709.15c	UniProtKB:O74740
PomBase:SPBC1709.17	UniProtKB:O74742
PomBase:SPBC409.03	UniProtKB:Q9UUB7
PomBase:SPBC409.05	UniProtKB:Q9Y709
PomBase:SPBC409.08	UniProtKB:Q7Z9I0
PomBase:SPBC409.09c	UniProtKB:Q9UUB5
PomBase:SPBC409.10	UniProtKB:Q9UUB4
PomBase:SPBC409.13	UniProtKB:Q9UUB1
PomBase:SPBC409.14c	UniProtKB:Q9UUB0
PomBase:SPBC409.15	UniProtKB:Q9UUA9
PomBase:SPBC409.16c	UniProtKB:Q9UUA8
PomBase:SPBC409.17c	UniProtKB:Q9UUA7
PomBase:SPBC409.19c	UniProtKB:Q9UUA5
PomBase:SPBC409.18	UniProtKB:Q9UUA6
PomBase:SPBC409.20c	UniProtKB:Q9Y876
PomBase:SPBC409.21	UniProtKB:Q9UUA4
PomBase:SPBC4.04c	UniProtKB:P40377
PomBase:SPBC4.05	UniProtKB:Q09329
PomBase:SPBC725.03	UniProtKB:O94322
PomBase:SPBC725.05c	UniProtKB:O94323
PomBase:SPBC725.07	UniProtKB:O94325
PomBase:SPBC725.14	UniProtKB:O94330
PomBase:SPBC725.17c	UniProtKB:O94332
PomBase:SPBC651.05c	UniProtKB:O94663
PomBase:SPBC651.09c	UniProtKB:O94667
PomBase:SPBC651.10	UniProtKB:O94668
PomBase:SPBC651.12c	UniProtKB:O94670
PomBase:SPBC3D6.02	UniProtKB:P87167
PomBase:SPBC3D6.03c	UniProtKB:P87168
PomBase:SPBC3D6.04c	UniProtKB:P87169
PomBase:SPBC3D6.06c	UniProtKB:P87171
PomBase:SPBC3D6.07	UniProtKB:P87172
PomBase:SPBC3D6.08c	UniProtKB:P87173
PomBase:SPBC3D6.09	UniProtKB:P87174
PomBase:SPBC3D6.13c	UniProtKB:D0EJL8
PomBase:SPBC3D6.13c	UniProtKB:P87178
PomBase:SPBC3D6.16	UniProtKB:Q4ZGE2
PomBase:SPBC30B4.03c	UniProtKB:O74364
PomBase:SPBC30B4.06c	UniProtKB:O13670
PomBase:SPBC27B12.04c	UniProtKB:O13665
PomBase:SPBC27B12.06	UniProtKB:O13663
PomBase:SPBC27B12.07	UniProtKB:O42997
PomBase:SPBC27B12.09c	UniProtKB:O13660
PomBase:SPBC27B12.11c	UniProtKB:O13658
PomBase:SPBC27B12.14	UniProtKB:Q9USV6
PomBase:SPBC27B12.12c	UniProtKB:Q7LWD8
PomBase:SPBC27B12.12c	UniProtKB:O13657
PomBase:SPBC27B12.13	UniProtKB:O13656
PomBase:SPBC8D2.01	UniProtKB:P78772
PomBase:SPBC8D2.01	UniProtKB:Q9URT9
PomBase:SPBC8D2.03c	UniProtKB:P09322
PomBase:SPBC8D2.04	UniProtKB:P09988
PomBase:SPBC8D2.04	UniProtKB:P10651
PomBase:SPBC8D2.05c	UniProtKB:O13652
PomBase:SPBC8D2.06	UniProtKB:O13651
PomBase:SPBC8D2.07c	UniProtKB:O13650
PomBase:SPBC8D2.09c	UniProtKB:Q7LL14
PomBase:SPBC8D2.10c	UniProtKB:O13648
PomBase:SPBC8D2.11	UniProtKB:O13647
PomBase:SPBC8D2.12c	UniProtKB:O43075
PomBase:SPBC8D2.14c	UniProtKB:O13644
PomBase:SPBC8D2.13	UniProtKB:O43076
PomBase:SPBC8D2.16c	UniProtKB:O13641
PomBase:SPBC8D2.17	UniProtKB:Q9UTW3
PomBase:SPBC8D2.17	UniProtKB:O13640
PomBase:SPBC8D2.19	UniProtKB:O43077
PomBase:SPBC17A3.01c	UniProtKB:O13636
PomBase:SPBC17A3.02	UniProtKB:Q9UUF4
PomBase:SPBC17A3.06	UniProtKB:O13632
PomBase:SPBC17A3.08	UniProtKB:Q9UUF1
PomBase:SPBC17A3.10	UniProtKB:Q9UUF0
PomBase:SPBC691.01	UniProtKB:Q9C0W9
PomBase:SPBC691.02c	UniProtKB:Q9C0W8
PomBase:SPBC691.04	UniProtKB:O13622
PomBase:SPBP22H7.02c	UniProtKB:O13620
PomBase:SPBP22H7.03	UniProtKB:O13619
PomBase:SPBP22H7.07	UniProtKB:O13615
PomBase:SPBC32H8.01c	UniProtKB:Q9C0V9
PomBase:SPBC32H8.08c	UniProtKB:Q96WW1
PomBase:SPBC32H8.09	UniProtKB:Q96WW0
PomBase:SPBC32H8.10	UniProtKB:Q96WV9
PomBase:SPBC32H8.12c	UniProtKB:P10989
PomBase:SPBC11B10.08	UniProtKB:O13598
PomBase:SPBC11B10.09	UniProtKB:P04551
PomBase:SPBC11B10.10c	UniProtKB:P48003
PomBase:SPBC83.02c	UniProtKB:O94686
PomBase:SPBC83.03c	UniProtKB:O94687
PomBase:SPBC83.04	UniProtKB:O94688
PomBase:SPBC83.05	UniProtKB:O94689
PomBase:SPBC83.06c	UniProtKB:O94690
PomBase:SPBC83.07	UniProtKB:O94691
PomBase:SPBC83.08	UniProtKB:O94692
PomBase:SPBC83.10	UniProtKB:O94694
PomBase:SPBC83.12	UniProtKB:O94696
PomBase:SPBC83.13	UniProtKB:P78763
PomBase:SPBC83.19c	UniProtKB:Q9C0W4
PomBase:SPBC83.18c	UniProtKB:O94701
PomBase:SPBC29B5.01	UniProtKB:P52890
PomBase:SPBC29B5.02c	UniProtKB:Q9UU01
PomBase:SPBC29B5.02c	UniProtKB:P40900
PomBase:SPBC29B5.04c	UniProtKB:Q9HGP1
PomBase:SPBC27.01c	UniProtKB:Q9P6S6
PomBase:SPBC27.03	UniProtKB:P78950
PomBase:SPBC27.03	UniProtKB:Q9P6S4
PomBase:SPBC27.05	UniProtKB:Q9P6S2
PomBase:SPBC27.06c	UniProtKB:P79082
PomBase:SPBC27.08c	UniProtKB:P78937
PomBase:SPBC28F2.02	UniProtKB:Q9USV4
PomBase:SPBC28F2.03	UniProtKB:P18253
PomBase:SPBC28F2.05c	UniProtKB:Q9USV2
PomBase:SPBC28F2.07	UniProtKB:Q9USV1
PomBase:SPBC28F2.08c	UniProtKB:Q9USV0
PomBase:SPBC28F2.10c	UniProtKB:Q9USU8
PomBase:SPBC21B10.11	UniProtKB:Q9USW6
PomBase:SPBC21B10.10	UniProtKB:Q9USW5
PomBase:SPBC21B10.09	UniProtKB:Q9USW4
PomBase:SPBC21B10.08c	UniProtKB:P78833
PomBase:SPBC21B10.07	UniProtKB:Q9USW3
PomBase:SPBC21B10.04c	UniProtKB:Q9UR17
PomBase:SPBC21B10.03c	UniProtKB:Q9USW1
PomBase:SPBC21B10.02	UniProtKB:Q9USW0
PomBase:SPBC19C2.01	UniProtKB:Q10752
PomBase:SPBC19C2.04c	UniProtKB:Q9UUD6
PomBase:SPBC19C2.06c	UniProtKB:Q9UUD4
PomBase:SPBC19C2.07	UniProtKB:P36580
PomBase:SPBC19C2.08	UniProtKB:Q9UUD2
PomBase:SPBC19C2.11c	UniProtKB:Q9UUC9
PomBase:SPBC2F12.14c	UniProtKB:P78758
PomBase:SPBC2F12.14c	UniProtKB:O14344
PomBase:SPBC2F12.13	UniProtKB:O14343
PomBase:SPBC2F12.12c	UniProtKB:O14342
PomBase:SPBC2F12.11c	UniProtKB:Q09824
PomBase:SPBC2F12.08c	UniProtKB:P40997
PomBase:SPBC2F12.04	UniProtKB:O14339
PomBase:SPBC2F12.03c	UniProtKB:O14338
PomBase:SPBC1D7.05	UniProtKB:P28829
PomBase:SPBC1D7.03	UniProtKB:O14336
PomBase:SPBC1D7.02c	UniProtKB:O14335
PomBase:SPBC1D7.01	UniProtKB:O14334
PomBase:SPBC11G11.01	UniProtKB:Q9USZ8
PomBase:SPBC11G11.04	UniProtKB:Q9USZ5
PomBase:SPBC18H10.03	UniProtKB:P78795
PomBase:SPBC18H10.04c	UniProtKB:O14369
PomBase:SPBC18H10.06c	UniProtKB:O60137
PomBase:SPBC18H10.07	UniProtKB:O60138
PomBase:SPBC18H10.08c	UniProtKB:O60139
PomBase:SPBC18H10.09	UniProtKB:O60140
PomBase:SPBC18H10.10c	UniProtKB:O60141
PomBase:SPBC18H10.12c	UniProtKB:O14371
PomBase:SPBC18H10.12c	UniProtKB:Q9UTT5
PomBase:SPBC18H10.12c	UniProtKB:O60143
PomBase:SPBC18H10.13	UniProtKB:O14150
PomBase:SPBC18H10.17c	UniProtKB:O60147
PomBase:SPBC18H10.18c	UniProtKB:O60148
PomBase:SPBC18H10.19	UniProtKB:O60149
PomBase:SPBC9B6.02c	UniProtKB:Q9UTF1
PomBase:SPBC9B6.02c	UniProtKB:Q05654
PomBase:SPBC9B6.05c	UniProtKB:Q9Y7M4
PomBase:SPBC9B6.07	UniProtKB:Q9Y7M6
PomBase:SPBC9B6.08	UniProtKB:Q9USP6
PomBase:SPBC9B6.09c	UniProtKB:Q9Y7M7
PomBase:SPBC9B6.10	UniProtKB:O94740
PomBase:SPBC28E12.01c	UniProtKB:O74358
PomBase:SPBC28E12.02	UniProtKB:O74359
PomBase:SPBC28E12.03	UniProtKB:O74360
PomBase:SPBC28E12.05	UniProtKB:O74362
PomBase:SPBC28E12.06c	UniProtKB:Q7LKZ7
PomBase:SPBC3H7.15	UniProtKB:P40235
PomBase:SPBC3H7.13	UniProtKB:O74388
PomBase:SPBC3H7.12	UniProtKB:O74387
PomBase:SPBC3H7.11	UniProtKB:O74386
PomBase:SPBC3H7.09	UniProtKB:O74384
PomBase:SPBC3H7.05c	UniProtKB:O74380
PomBase:SPBC3H7.04	UniProtKB:O74379
PomBase:SPBC3H7.02	UniProtKB:Q9UU11
PomBase:SPBC3H7.02	UniProtKB:O74377
PomBase:SPBC3H7.01	UniProtKB:Q10659
PomBase:SPBP16F5.03c	UniProtKB:Q9HFE8
PomBase:SPBP16F5.04	UniProtKB:O00102
PomBase:SPBP16F5.07	UniProtKB:Q9HFE5
PomBase:SPBC16E9.01c	UniProtKB:O14318
PomBase:SPBC16E9.02c	UniProtKB:O14319
PomBase:SPBC16E9.19	UniProtKB:Q9C0X2
PomBase:SPBC16E9.05	UniProtKB:O14321
PomBase:SPBC16E9.08	UniProtKB:O14323
PomBase:SPBC16E9.09c	UniProtKB:O14324
PomBase:SPBC16E9.11c	UniProtKB:O14326
PomBase:SPBC16E9.15	UniProtKB:O14330
PomBase:SPBC16E9.17c	UniProtKB:O14332
PomBase:SPBC1E8.02	UniProtKB:O42967
PomBase:SPBC1E8.03c	UniProtKB:O42968
PomBase:SPBC1E8.05	UniProtKB:O42970
PomBase:SPBC1A4.02c	UniProtKB:P18869
PomBase:SPBC1A4.04	UniProtKB:O74337
PomBase:SPBC1A4.08c	UniProtKB:O74341
PomBase:SPBC1A4.11c	UniProtKB:O74342
PomBase:SPBC1A4.09	UniProtKB:O74343
PomBase:SPBC1A4.10c	UniProtKB:Q9P7Y4
PomBase:SPBP23A10.03c	UniProtKB:Q9P7Y2
PomBase:SPBP23A10.02	UniProtKB:Q9P7Y3
PomBase:SPBP23A10.05	UniProtKB:Q9P7Y0
PomBase:SPBP23A10.06	UniProtKB:Q9P7X9
PomBase:SPBP23A10.08	UniProtKB:Q9P7X7
PomBase:SPBP23A10.14c	UniProtKB:Q9P7X2
PomBase:SPBP23A10.16	UniProtKB:Q9P7X0
PomBase:SPBC29A3.21	UniProtKB:Q9C0X0
PomBase:SPBC29A3.04	UniProtKB:O13672
PomBase:SPBC29A3.05	UniProtKB:O59669
PomBase:SPBC29A3.06	UniProtKB:P78750
PomBase:SPBC29A3.09c	UniProtKB:O59672
PomBase:SPBC29A3.10c	UniProtKB:O59673
PomBase:SPBC29A3.13	UniProtKB:O59676
PomBase:SPBC29A3.12	UniProtKB:Q9UTY5
PomBase:SPBC29A3.12	UniProtKB:Q9UUK9
PomBase:SPBC29A3.12	UniProtKB:O59675
PomBase:SPBC18E5.02c	UniProtKB:O59682
PomBase:SPBC18E5.03c	UniProtKB:O94494
PomBase:SPBC18E5.05c	UniProtKB:O94495
PomBase:SPBC18E5.07	UniProtKB:O94497
PomBase:SPBC18E5.14c	UniProtKB:Q9C0X1
PomBase:SPBC18E5.11c	UniProtKB:O94752
PomBase:SPBC18E5.10	UniProtKB:O94500
PomBase:SPBC18E5.13	UniProtKB:Q76PC7
PomBase:SPBC23G7.04c	UniProtKB:P87159
PomBase:SPBC23G7.06c	UniProtKB:O94464
PomBase:SPBC23G7.07c	UniProtKB:O94465
PomBase:SPBC23G7.17c	UniProtKB:C7U330
PomBase:SPBC23G7.17c	UniProtKB:P0CY14
PomBase:SPBC23G7.17c	UniProtKB:P0CY15
PomBase:SPBC23G7.11	UniProtKB:O94468
PomBase:SPBC1711.01c	UniProtKB:C7U330
PomBase:SPBC1711.01c	UniProtKB:P0CY14
PomBase:SPBC1711.01c	UniProtKB:P0CY15
PomBase:SPBC1711.03	UniProtKB:Q9P787
PomBase:SPBC1711.04	UniProtKB:Q9P786
PomBase:SPBC1711.06	UniProtKB:Q9P784
PomBase:SPBC1711.08	UniProtKB:Q9P782
PomBase:SPBC1711.09c	UniProtKB:Q9P781
PomBase:SPBC1711.10c	UniProtKB:Q9P780
PomBase:SPBC1711.11	UniProtKB:Q9P779
PomBase:SPBC1711.12	UniProtKB:Q9P778
PomBase:SPBC1711.15c	UniProtKB:Q9P776
PomBase:SPBC1711.14	UniProtKB:Q09094
PomBase:SPBC1711.16	UniProtKB:Q9P775
PomBase:SPBC1711.17	UniProtKB:Q9P774
PomBase:SPBC17G9.03c	UniProtKB:Q9UUE6
PomBase:SPBC17G9.05	UniProtKB:Q9UUE4
PomBase:SPBC17G9.06c	UniProtKB:Q9UUE3
PomBase:SPBC17G9.08c	UniProtKB:Q9UUE2
PomBase:SPBC17G9.10	UniProtKB:Q10157
PomBase:SPBC17G9.11c	UniProtKB:Q9UUE1
PomBase:SPBC17G9.12c	UniProtKB:Q9UUE0
PomBase:SPBC1815.01	UniProtKB:P40370
PomBase:SPBC14C8.01c	UniProtKB:P21135
PomBase:SPBC14C8.05c	UniProtKB:O60087
PomBase:SPBC14C8.06	UniProtKB:P78774
PomBase:SPBC14C8.07c	UniProtKB:P41411
PomBase:SPBC14C8.09c	UniProtKB:O60090
PomBase:SPBC14C8.11c	UniProtKB:O60092
PomBase:SPBC14C8.12	UniProtKB:Q92399
PomBase:SPBC14C8.13	UniProtKB:O60093
PomBase:SPBC14C8.15	UniProtKB:O60095
PomBase:SPBC14C8.16c	UniProtKB:O60096
PomBase:SPBC15C4.02	UniProtKB:O60111
PomBase:SPBC15C4.04c	UniProtKB:O60113
PomBase:SPBC15C4.05	UniProtKB:O60114
PomBase:SPBC15C4.06c	UniProtKB:Q1MTR5
PomBase:SPBC21H7.05	UniProtKB:O60174
PomBase:SPBC16H5.13	UniProtKB:O42948
PomBase:SPBC16H5.12c	UniProtKB:O42947
PomBase:SPBC16H5.11c	UniProtKB:P78963
PomBase:SPBC16H5.09c	UniProtKB:O42944
PomBase:SPBC16H5.15	UniProtKB:Q9USY8
PomBase:SPBC16H5.04	UniProtKB:O42940
PomBase:SPBC12D12.02c	UniProtKB:O59835
PomBase:SPBC12D12.03	UniProtKB:O94501
PomBase:SPBC12D12.04c	UniProtKB:P36583
PomBase:SPBC12D12.09	UniProtKB:Q0E7J8
PomBase:SPBC12D12.05c	UniProtKB:O94502
PomBase:SPBC12D12.06	UniProtKB:O94503
PomBase:SPBC24C6.02	UniProtKB:O74764
PomBase:SPBC24C6.03	UniProtKB:O74765
PomBase:SPBC24C6.06	UniProtKB:P27584
PomBase:SPBC24C6.08c	UniProtKB:O74769
PomBase:SPBC19G7.01c	UniProtKB:O74773
PomBase:SPBC19G7.02	UniProtKB:O42951
PomBase:SPBC19G7.10c	UniProtKB:O42958
PomBase:SPBC19G7.18c	UniProtKB:Q7Z995
PomBase:SPBC19G7.16	UniProtKB:O42964
PomBase:SPBC19G7.17	UniProtKB:O42965
PomBase:SPBC36B7.02	UniProtKB:Q9HGN8
PomBase:SPBC36B7.03	UniProtKB:Q9HGN7
PomBase:SPBC36B7.08c	UniProtKB:Q9HGN2
PomBase:SPBC36B7.07	UniProtKB:Q9HGN3
PomBase:SPBP18G5.03	UniProtKB:Q9HDW0
PomBase:SPBC1921.02	UniProtKB:Q9USX3
PomBase:SPBC1921.04c	UniProtKB:Q9USX2
PomBase:SPBC1921.05	UniProtKB:Q9USX1
PomBase:SPBC1921.06c	UniProtKB:Q9USX0
PomBase:SPBC1921.07c	UniProtKB:Q9USW9
PomBase:SPBC21D10.12	UniProtKB:O74352
PomBase:SPBC21D10.09c	UniProtKB:O74349
PomBase:SPBC21D10.07	UniProtKB:O74347
PomBase:SPBC21D10.08c	UniProtKB:O74348
PomBase:SPBC21D10.05c	UniProtKB:O74345
PomBase:SPBC12C2.13c	UniProtKB:Q9UTY2
PomBase:SPBC12C2.13c	UniProtKB:Q09752
PomBase:SPBC12C2.10c	UniProtKB:Q09750
PomBase:SPBC12C2.06	UniProtKB:Q09747
PomBase:SPBC12C2.04	UniProtKB:Q09745
PomBase:SPBC12C2.14c	UniProtKB:Q9C0X4
PomBase:SPBC12C2.03c	UniProtKB:Q09744
PomBase:SPBC12C2.02c	UniProtKB:Q09743
PomBase:SPBC557.04	UniProtKB:Q9USS2
PomBase:SPBC365.20c	UniProtKB:Q9USS0
PomBase:SPBC557.05	UniProtKB:Q9USS1
PomBase:SPBC365.01	UniProtKB:Q9UUC2
PomBase:SPBC365.03c	UniProtKB:Q9UUC1
PomBase:SPBC365.08c	UniProtKB:Q9Y7Y0
PomBase:SPBC365.10	UniProtKB:Q9Y7X8
PomBase:SPBC365.11	UniProtKB:Q9Y7X7
PomBase:SPBC365.13c	UniProtKB:Q09146
PomBase:SPBC365.16	UniProtKB:Q9Y7X4
PomBase:SPBC29A10.01	UniProtKB:P36587
PomBase:SPBC29A10.03c	UniProtKB:Q1MTN9
PomBase:SPBC29A10.07	UniProtKB:O94385
PomBase:SPBC29A10.08	UniProtKB:Q9USU5
PomBase:SPBC29A10.12	UniProtKB:O94389
PomBase:SPBC29A10.15	UniProtKB:P54789
PomBase:SPBC29A10.17	UniProtKB:C6Y4C6
PomBase:SPBC29A10.16c	UniProtKB:O94391
PomBase:SPBC2G5.03	UniProtKB:O94282
PomBase:SPBC2G5.06c	UniProtKB:O94284
PomBase:SPBC2G5.07c	UniProtKB:O94285
PomBase:SPBC25B2.01	UniProtKB:O74774
PomBase:SPBC25B2.02c	UniProtKB:P78966
PomBase:SPBC25B2.03	UniProtKB:O74775
PomBase:SPBC25B2.05	UniProtKB:O74777
PomBase:SPBC25B2.06c	UniProtKB:O74778
PomBase:SPBC25B2.07c	UniProtKB:O74779
PomBase:SPBC25B2.09c	UniProtKB:O74781
PomBase:SPBC25B2.10	UniProtKB:O74782
PomBase:SPBC25B2.11	UniProtKB:O74783
PomBase:SPBC1826.01c	UniProtKB:O43065
PomBase:SPBC6B1.04	UniProtKB:O43068
PomBase:SPBC6B1.05c	UniProtKB:O43069
PomBase:SPBC6B1.08c	UniProtKB:Q11120
PomBase:SPBC6B1.09c	UniProtKB:O43070
PomBase:SPBC3E7.02c	UniProtKB:O14368
PomBase:SPBC3E7.05c	UniProtKB:O59725
PomBase:SPBC3E7.09	UniProtKB:O59729
PomBase:SPBC3E7.11c	UniProtKB:O59731
PomBase:SPBC3E7.13c	UniProtKB:O59733
PomBase:SPBC3E7.15c	UniProtKB:O59735
PomBase:SPBC3E7.16c	UniProtKB:O59736
PomBase:SPBC4F6.05c	UniProtKB:O42707
PomBase:SPBC4F6.06	UniProtKB:P22987
PomBase:SPBC4F6.11c	UniProtKB:O74397
PomBase:SPBC4F6.12	UniProtKB:O74398
PomBase:SPBC4F6.13c	UniProtKB:O74399
PomBase:SPBC4F6.14	UniProtKB:O74400
PomBase:SPBC4F6.17c	UniProtKB:O74402
PomBase:SPBC4F6.18c	UniProtKB:P36579
PomBase:SPBC18A7.01	UniProtKB:Q9UUD8
PomBase:SPBC336.02	UniProtKB:Q9USU2
PomBase:SPBC336.03	UniProtKB:Q9USU1
PomBase:SPBC336.07	UniProtKB:Q9UST7
PomBase:SPBC336.10c	UniProtKB:Q9UST4
PomBase:SPBC336.12c	UniProtKB:P01129
PomBase:SPBC685.06	UniProtKB:Q9Y7L8
PomBase:SPBC685.07c	UniProtKB:O14388
PomBase:SPBC685.09	UniProtKB:Q09142
PomBase:SPBC32F12.04	UniProtKB:P25295
PomBase:SPBC32F12.05c	UniProtKB:O74370
PomBase:SPBC32F12.06	UniProtKB:O74627
PomBase:SPBC32F12.07c	UniProtKB:O74371
PomBase:SPBC32F12.09	UniProtKB:P40380
PomBase:SPBC32F12.10	UniProtKB:O74374
PomBase:SPBC32F12.11	UniProtKB:P78958
PomBase:SPBC32F12.12c	UniProtKB:O74375
PomBase:SPBC19C7.02	UniProtKB:O60152
PomBase:SPBC19C7.06	UniProtKB:O60155
PomBase:SPBC19C7.07c	UniProtKB:O60156
PomBase:SPBC19C7.08c	UniProtKB:O60157
PomBase:SPBC19C7.09c	UniProtKB:Q10988
PomBase:SPBC19C7.10	UniProtKB:Q9USF5
PomBase:SPBC19C7.10	UniProtKB:O60158
PomBase:SPBC19C7.11	UniProtKB:O60159
PomBase:SPBP19A11.01	UniProtKB:Q9HDV9
PomBase:SPBP19A11.02c	UniProtKB:Q9HDV8
PomBase:SPBP19A11.04c	UniProtKB:Q9HDV6
PomBase:SPBP4H10.04	UniProtKB:Q12705
PomBase:SPBP4H10.05c	UniProtKB:Q9P7E3
PomBase:SPBP4H10.07	UniProtKB:Q9P7E1
PomBase:SPBP4H10.08	UniProtKB:Q9P7E0
PomBase:SPBP4H10.09	UniProtKB:Q9P7D9
PomBase:SPBP4H10.10	UniProtKB:Q9P7D8
PomBase:SPBP4H10.12	UniProtKB:Q9P7D6
PomBase:SPBP4H10.13	UniProtKB:P79057
PomBase:SPBP4H10.14c	UniProtKB:Q9P7D5
PomBase:SPBP4H10.16c	UniProtKB:Q9P7D3
PomBase:SPBP4H10.17c	UniProtKB:Q9P7D2
PomBase:SPBP4H10.18c	UniProtKB:Q9P7D1
PomBase:SPBP4H10.20	UniProtKB:Q9P7C9
PomBase:SPBP4H10.21c	UniProtKB:Q9P7C8
PomBase:SPBC1703.01c	UniProtKB:Q9P7W9
PomBase:SPBC1703.02	UniProtKB:Q9P7W8
PomBase:SPBC1703.04	UniProtKB:Q9P7W6
PomBase:SPBC1703.05	UniProtKB:Q9P7W5
PomBase:SPBC1703.06	UniProtKB:Q9P7W4
PomBase:SPBC1703.12	UniProtKB:Q9P7V9
PomBase:SPBC1703.13c	UniProtKB:Q9P7V8
PomBase:SPBC1703.15c	UniProtKB:Q9P7V6
PomBase:SPBC2A9.08c	UniProtKB:Q9Y7L0
PomBase:SPBC2A9.10	UniProtKB:Q9Y7L2
PomBase:SPBC2D10.04	UniProtKB:O74798
PomBase:SPBC2D10.08c	UniProtKB:O74801
PomBase:SPBC2D10.11c	UniProtKB:P78920
PomBase:SPBC2D10.13	UniProtKB:O74804
PomBase:SPBC2D10.15c	UniProtKB:O74806
PomBase:SPBC2D10.16	UniProtKB:O74807
PomBase:SPBC2D10.17	UniProtKB:O74808
PomBase:SPBC15D4.01c	UniProtKB:Q1MTQ7
PomBase:SPBC15D4.02	UniProtKB:O74308
PomBase:SPBC15D4.03	UniProtKB:O74309
PomBase:SPBC15D4.06	UniProtKB:O74311
PomBase:SPBC15D4.08c	UniProtKB:O74313
