#WormPep	CDS	SwissProtAc	SwissProtID	Description	
WP:CE33221	Y39G10AR.6			7TM chemoreceptor, ugt family
WP:CE33223	Y42G9A.6a			
WP:CE33224	Y43F8C.19			G-protein coupled receptor, srv family
WP:CE33225	Y44E3A.1b			
WP:CE33226	Y45F3A.4			
WP:CE33227	Y47D9A.2b			
WP:CE33228	Y47G6A.5b			
WP:CE33231	Y50D4C.1a			
WP:CE33232	Y50D4C.1b			
WP:CE33233	Y53G8AR.2b			
WP:CE33235	Y54E10A.16b			
WP:CE33237	Y61B8A.1			G-protein coupled receptor, srh family
WP:CE33238	Y61B8A.2			G-protein coupled receptor, srh family
WP:CE33239	Y65B4BR.5b			
WP:CE33240	Y65B4BR.6b			
WP:CE33241	Y69A2AR.18c			
WP:CE33242	Y71F9AM.4b			
WP:CE33243	Y71F9AR.1			
WP:CE33244	Y71F9B.13c			
WP:CE33246	Y71G12B.20b			
WP:CE33247	Y73B3A.20			
WP:CE33249	Y95B8A.6b			
WP:CE33252	ZC204.4b			7TM chemoreceptor, srg family
WP:CE33253	ZC21.6a			
WP:CE33254	ZC21.6b			
WP:CE33255	ZC308.1c			
WP:CE33256	ZC308.1d			
WP:CE33257	ZC317.4			7TM chemoreceptor, srg family
WP:CE33258	ZC97.1b			
WP:CE33259	ZK1005.1b			
WP:CE33261	ZK484.2b			
WP:CE33263	ZK678.6			G-protein coupled receptor, srg family
WP:CE33264	ZK688.5b			
WP:CE33268	C04A2.3c			
WP:CE33269	C10G11.5c			
WP:CE33270	C18F10.4			7TM chemoreceptor, srg family
WP:CE33271	C24B9.10			7TM chemoreceptor, srg family
WP:CE33272	C24B9.11			7TM chemoreceptor, srg family
WP:CE33273	C24B9.12			7TM chemoreceptor, srg family
WP:CE33275	C24B9.15			7TM chemoreceptor, srg family
WP:CE33276	C24B9.7			7TM chemoreceptor, srg family
WP:CE33278	C37H5.4			
WP:CE33279	C38C3.1			7TM chemoreceptor, sru family
WP:CE33282	F09E5.4			7TM chemoreceptor, srg family
WP:CE33283	F15E11.15b			
WP:CE33284	F31F4.13			7TM chemoreceptor, sru family
WP:CE33285	F31F4.14			7TM chemoreceptor, sru family
WP:CE33287	F59B2.9			F-box domain.
WP:CE33288	M176.11			
WP:CE33289	M176.4			
WP:CE33290	R03C1.3b			
WP:CE33292	R08D7.5			caltractin
WP:CE33294	R08E5.2b			
WP:CE33295	R08E5.2c			
WP:CE33298	R11G11.2b			
WP:CE33300	T02B11.3a			
WP:CE33301	T02B11.3b			
WP:CE33302	T02B11.4			
WP:CE33303	T03G11.2			7TM chemoreceptor, sru family
WP:CE33305	T05C3.7			7TM chemoreceptor, srg family
WP:CE33306	T05C3.8			7TM chemoreceptor, srg family
WP:CE33307	T05H4.13c			
WP:CE33308	T05H4.15b			
WP:CE33309	T08B1.2b			
WP:CE33310	T08B1.4a			
WP:CE33311	T09D3.2			7TM chemoreceptor, srg family
WP:CE33312	T09D3.6			7TM chemoreceptor, srg family
WP:CE33313	T09D3.7			7TM chemoreceptor, srg family
WP:CE33314	T10B5.10			
WP:CE33316	T10B5.5b			
WP:CE33318	T14F9.5			hlh transcription factor
WP:CE33319	T15B7.2			
WP:CE33320	T18H9.2a			protease
WP:CE33321	T18H9.2b			
WP:CE33322	T18H9.7c			
WP:CE33325	T22F3.11b			
WP:CE33327	T22H9.2b			
WP:CE33328	T22H9.4			
WP:CE33329	T27C4.1			
WP:CE33330	T27C4.4c			
WP:CE33331	T27C4.4d			
WP:CE33332	VC5.3b			
WP:CE33333	W02F12.2			
WP:CE33335	W06H8.1f			
WP:CE33336	Y1H11.1			
WP:CE33338	Y43B11AR.2			7TM chemoreceptor, srg family
WP:CE33339	Y43B11AR.5			7TM chemoreceptor, srg family
WP:CE33341	Y45G12B.1c			
WP:CE33342	Y45G5AM.5			
WP:CE33343	Y45G5AM.9b			
WP:CE33344	Y49C4A.8b			ugt family
WP:CE33345	Y58G8A.4a			
WP:CE33347	Y97E10AR.1			
WP:CE33348	Y97E10AR.2a			
WP:CE33349	ZK105.5			
WP:CE33350	ZK6.11a			
WP:CE33351	B0218.1b			
WP:CE33353	B0511.14b			
WP:CE33354	B0546.4b			
WP:CE33355	C01B10.3			
WP:CE33357	C01B10.5e			
WP:CE33358	C01F4.2b			
WP:CE33359	C01G8.9b			
WP:CE33360	C06A5.8b			
WP:CE33361	C06E7.7			7TM chemoreceptor, srv family
WP:CE33363	C18E3.7c			
WP:CE33365	C41H7.8			
WP:CE33366	C52B9.5			7TM chemoreceptor, srv family
WP:CE33367	C54C6.6			DUF667 domain family
WP:CE33369	E01A2.2b			
WP:CE33373	F10G7.11			
WP:CE33374	F15E6.7			7TM chemoreceptor, srv family
WP:CE33375	F21D12.1a			modulating N-terminal of steroid/thyroid/retinoic nuclear hormone receptors
WP:CE33377	F21D12.1c			
WP:CE33378	F28B12.2b			
WP:CE33379	F28B12.2c			
WP:CE33380	F28B12.2d			
WP:CE33381	F28B12.2e			
WP:CE33382	F28B12.2f			
WP:CE33383	F28B3.5b			
WP:CE33384	F28B3.6			
WP:CE33385	F28C12.1			7TM chemoreceptor, sra family
WP:CE33386	F28C12.7			7TM chemoreceptor, sra family
WP:CE33387	F32B5.6c			
WP:CE33389	F32D8.13			phosphomevalonate kinase
WP:CE33390	F35C5.2			7TM chemoreceptor, sra family
WP:CE33391	F35D2.5a			transcriptional activator HAP4 and regulatory domain of BCR and P85A
WP:CE33392	F35D2.5c			
WP:CE33393	F36H5.2c			
WP:CE33394	F38B7.5			Ubiquitin carboxyl-terminal hydrolase
WP:CE33395	F44F4.13			7TM chemoreceptor, sra family
WP:CE33396	F48D6.2b			7TM chemoreceptor, srv family
WP:CE33397	F55A12.4b			
WP:CE33399	F55A12.9d			
WP:CE33400	F55F8.2b			
WP:CE33401	F56A6.1b			
WP:CE33402	F56C11.6b			
WP:CE33403	F56D12.1b			
WP:CE33404	F56D12.5b			
WP:CE33405	F59A6.1			Protein kinase
WP:CE33406	F59A6.6b			
WP:CE33407	F59E12.6a			
WP:CE33408	F59E12.6b			
WP:CE33409	F59G1.1d			
WP:CE33410	H17B01.4b			
WP:CE33411	K01A2.11c			
WP:CE33412	K01A2.2b			
WP:CE33413	K01A2.8c			
WP:CE33414	K02E7.12			
WP:CE33415	K02E7.4			
WP:CE33417	K02E7.6			
WP:CE33418	K10B2.2b			
WP:CE33419	K10B2.3a			clec family, C-type lectin
WP:CE33420	K10B2.3b			clec family, C-type lectin
WP:CE33421	K10B4.6b			
WP:CE33422	K12H6.6b			
WP:CE33423	K12H6.9			
WP:CE33427	M03A1.7			
WP:CE33430	R03H10.6			
WP:CE33431	R05F9.1c			
WP:CE33433	R11F4.2a			
WP:CE33434	R12C12.1b			
WP:CE33435	R12C12.8b			
WP:CE33437	R13F6.3			7TM chemoreceptor, srv family
WP:CE33438	R153.1d			
WP:CE33439	R153.1e			
WP:CE33440	R153.1f			
WP:CE33441	T01D1.2c			
WP:CE33442	T04C10.1			serine/threonine kinase (2 domains)
WP:CE33443	T05C1.4a			
WP:CE33444	T05C1.4b			
WP:CE33445	T06G6.2			7TM chemoreceptor, sra family
WP:CE33447	T07D3.9b			
WP:CE33448	T08E11.5			
WP:CE33450	T12C9.5a			
WP:CE33451	T13C2.3a			
WP:CE33453	T19D12.2a			A. faecalis PHB depolymerase
WP:CE33454	T19D12.2b			
WP:CE33455	T19D12.2c			
WP:CE33461	T26E3.9			7TM chemoreceptor, sra family
WP:CE33464	W03F11.6c			
WP:CE33465	W03F11.6d			
WP:CE33468	W04H10.3a			zinc finger protein
WP:CE33471	Y105C5B.3			serine/threonine protein phosphatase
WP:CE33472	Y110A2AL.4a			
WP:CE33473	Y110A2AL.4b			
WP:CE33474	Y110A2AM.1			
WP:CE33475	Y110A2AR.3b			
WP:CE33476	Y16E11A.1			
WP:CE33478	Y39F10B.1b			
WP:CE33479	Y40H7A.6			7TM chemoreceptor, sra family
WP:CE33480	Y41C4A.16			collagen
WP:CE33481	Y41C4A.19			collagen
WP:CE33482	Y41C4A.5			
WP:CE33483	Y51H7BM.1			
WP:CE33486	Y73B6BL.11			7TM chemoreceptor, srv family
WP:CE33487	Y73B6BL.39			7TM chemoreceptor, srv family
WP:CE33488	Y73B6BL.40			7TM chemoreceptor, srv family
WP:CE33489	Y73B6BL.41			7TM chemoreceptor, srv family
WP:CE33490	ZC239.13			
WP:CE33491	ZK1127.12			
WP:CE33492	ZK1127.9d			
WP:CE33493	ZK1127.9e			
WP:CE33494	ZK1240.1			
WP:CE33495	ZK1240.2			
WP:CE33496	ZK1240.3			
WP:CE33500	ZK250.5a			
WP:CE33501	ZK355.2a			
WP:CE33502	ZK355.2b			
WP:CE33503	ZK546.14b			
WP:CE33504	ZK622.3a			
WP:CE33505	ZK622.3d			
WP:CE33506	B0302.1a			protein tyrosine kinase
WP:CE33508	B0304.5			7TM chemoreceptor, sra family
WP:CE33513	B0563.6b			
WP:CE33514	C02B8.1			
WP:CE33515	C06E7.1d			
WP:CE33516	C06E7.2			
WP:CE33517	C06E7.3b			
WP:CE33518	C06G3.11b			
WP:CE33519	C16C10.1			carrier protein
WP:CE33520	C28G1.2			heat shock 47k protein
WP:CE33522	C56C10.5			7TM chemoreceptor, sra family
WP:CE33523	F18C5.1			7TM chemoreceptor, sra family
WP:CE33524	F54C8.7b			
WP:CE33525	F59A2.1b			
WP:CE33526	H38K22.1			
WP:CE33527	H38K22.2a			
WP:CE33528	H38K22.2b			
WP:CE33529	K01A11.1			
WP:CE33530	K03H1.9			
WP:CE33531	K08E5.2a			Yeast ORF YCR37C
WP:CE33532	K08E5.2b			
WP:CE33533	M01A12.1			collagen
WP:CE33534	M01A12.3			
WP:CE33535	M01A8.2a			CAP-Gly domain
WP:CE33536	R107.1			
WP:CE33537	R74.5b			
WP:CE33538	T04A8.15			glucose-6-phosphate 1-dehydrogenase
WP:CE33539	T04A8.7b			
WP:CE33540	T05G5.1			Caldesmon-like repeats
WP:CE33541	T07D10.6			
WP:CE33542	Y105E8B.3			
WP:CE33546	B0041.2c			
WP:CE33547	B0280.12b			
WP:CE33548	B0302.1b			
WP:CE33549	B0361.2a			
WP:CE33550	B0412.1b			
WP:CE33554	C04F6.4b			
WP:CE33555	C05D2.1d			
WP:CE33557	C07A12.7c			
WP:CE33558	C09B8.6b			
WP:CE33559	C09B8.7c			
WP:CE33561	C09B8.7e			
WP:CE33562	C32E8.2b			
WP:CE33563	C32F10.8b			
WP:CE33564	C42C1.11b			
WP:CE33565	C42C1.11c			
WP:CE33566	C44C8.6b			
WP:CE33567	C44F1.5			adenylyl cyclase
WP:CE33568	C49A9.10			
WP:CE33569	C49A9.8			ugt family
WP:CE33570	C49A9.9b			
WP:CE33571	C49C8.2			
WP:CE33574	C50F7.1a			G-protein coupled receptor
WP:CE33575	C53H9.2c			
WP:CE33576	C54E4.2b			
WP:CE33577	D1007.5b			
WP:CE33578	E_BE45912.2			
WP:CE33579	F09G8.8			
WP:CE33580	F40F9.7b			
WP:CE33582	T01A4.1a			natriuretic peptides receptor
WP:CE33583	T01A4.1c			
WP:CE33584	T28F12.2e			
WP:CE33585	T28F12.2f			
WP:CE33586	W10C8.4b			
WP:CE33587	Y18H1A.7			
WP:CE33588	ZK973.6			
WP:CE33590	B0285.8			choline kinase
WP:CE33591	B0285.9			choline kinase
WP:CE33592	B0464.4			zw4
WP:CE33593	C02F4.2b			
WP:CE33594	C05H8.1a			
WP:CE33595	C07A9.4			Na/Ca,K antiporter
WP:CE33596	C07A9.8			Putative membrane protein
WP:CE33597	C07G2.2a			bZIP transcription factor
WP:CE33598	C07G2.2c			
WP:CE33600	C14C6.10			7TM chemoreceptor, sri family
WP:CE33601	C17H11.6c			
WP:CE33602	C29F5.4a			
WP:CE33603	C40H1.7			
WP:CE33604	C48B4.10			
WP:CE33605	C54E10.4			7TM chemoreceptor, sri family
WP:CE33606	C55F2.1a			transferase
WP:CE33607	D2062.2			7TM chemoreceptor, sri family
WP:CE33608	D2096.11			
WP:CE33609	D2096.12			
WP:CE33610	D2096.3			
WP:CE33612	F02A9.4b			
WP:CE33613	F11F1.6			
WP:CE33614	F13A7.8			7TM chemoreceptor, sri family
WP:CE33615	F15A8.5a			
WP:CE33616	F15A8.5b			
WP:CE33617	F15A8.5c			
WP:CE33618	F15A8.5d			
WP:CE33619	F15H9.3			7TM chemoreceptor, sri family
WP:CE33621	F18F11.5			
WP:CE33622	F22E5.16			7TM chemoreceptor, sri family
WP:CE33623	F22E5.20			
WP:CE33624	F22E5.4			7TM chemoreceptor, sri family
WP:CE33629	F28B1.6			7TM chemoreceptor, sri family
WP:CE33631	F28E10.1b			
WP:CE33632	F28E10.1c			
WP:CE33633	F28E10.1d			
WP:CE33634	F33D4.6a			
WP:CE33636	F34D10.8			
WP:CE33638	F37C4.2			
WP:CE33640	F37C4.5b			
WP:CE33641	F38A5.1b			
WP:CE33642	F38A5.3b			
WP:CE33643	F40A3.4			
WP:CE33646	F42G8.10b			
WP:CE33648	F45E4.7b			
WP:CE33650	F49E8.1			
WP:CE33651	F53H1.4b			
WP:CE33652	F53H1.4c			
WP:CE33653	F54F2.2c			
WP:CE33654	F54G8.2			Diacylglycerol kinase
WP:CE33655	F56A11.7			
WP:CE33657	F56D2.7			
WP:CE33658	F56F3.2b			
WP:CE33659	F59A6.6a			ribonuclease H
WP:CE33660	F59A6.6c			
WP:CE33661	H06H21.10b			
WP:CE33662	H06H21.6			
WP:CE33663	H19M22.2d			
WP:CE33664	H20E11.1b			
WP:CE33665	H20E11.3a			
WP:CE33667	K02D7.4			
WP:CE33668	K02F3.12a			
WP:CE33669	K07E8.9			7TM chemoreceptor, sri family
WP:CE33670	K09A9.1			serine/threonine kinase
WP:CE33672	M01F1.5			glucose transport protein
WP:CE33673	M01F1.7			RETINAL DEGENERATION B PROTEIN (PROBABLE CALCIUM TRANSPORTER RDGB)
WP:CE33674	M01G12.13			7TM chemoreceptor, sri family
WP:CE33675	M116.2			glycogenin glucosyltransferase
WP:CE33678	M88.5a			hnRNP K
WP:CE33679	R07C12.2			
WP:CE33680	R08C7.13			
WP:CE33681	R08C7.2b			
WP:CE33682	R08C7.9			
WP:CE33686	T01B11.2b			
WP:CE33688	T06E6.4			7TM chemoreceptor, sri family
WP:CE33689	T07A9.9c			
WP:CE33690	T08B6.5			RNA binding protein
WP:CE33691	T08B6.9			
WP:CE33692	T09E8.5			7TM chemoreceptor, sri family
WP:CE33693	T10D4.8			7TM chemoreceptor, sri family
WP:CE33694	T10F2.3			
WP:CE33695	T14B4.7b			
WP:CE33696	T14G11.3			L96 protein (tipula iridescent virus (TIV) (weak))
WP:CE33697	T19E7.5			7TM chemoreceptor, srd family
WP:CE33698	T20F7.1			
WP:CE33700	T21F4.1			
WP:CE33701	T22B11.4b			
WP:CE33702	T22B7.1b			
WP:CE33704	T22D1.4			glycotransferase
WP:CE33705	T22H2.1			7TM chemoreceptor, sri family
WP:CE33706	T22H2.3			7TM chemoreceptor, sri family
WP:CE33707	T23F11.3a			
WP:CE33710	T27A10.3b			
WP:CE33711	T28B4.4			
WP:CE33712	W02C12.3c			
WP:CE33713	W02C12.3d			
WP:CE33714	W02C12.3e			
WP:CE33715	W02C12.3f			
WP:CE33716	W02C12.3g			
WP:CE33717	W03D2.5b			
WP:CE33718	W03D2.6			
WP:CE33719	W05H7.4d			
WP:CE33720	W05H9.2			
WP:CE33721	W05H9.4			
WP:CE33722	Y105E8A.19			
WP:CE33723	Y105E8A.7c			
WP:CE33724	Y22D7AR.14			
WP:CE33725	Y22D7AR.8			7TM chemoreceptor, srd family
WP:CE33726	Y22F5A.2			7TM chemoreceptor, sri family
WP:CE33727	Y27F2A.2			7TM chemoreceptor, sri family
WP:CE33728	Y27F2A.3b			7TM chemoreceptor, sri family
WP:CE33729	Y27F2A.8			
WP:CE33730	Y34B4A.4b			
WP:CE33732	Y39A3B.4			7TM chemoreceptor, srd family
WP:CE33734	Y40A1A.1			
WP:CE33735	Y45G5AM.1a			
WP:CE33736	Y48D7A.2			
WP:CE33738	Y60A3A.22			7TM chemoreceptor, sri family
WP:CE33740	Y71H10B.1c			
WP:CE33741	ZC239.10			7TM chemoreceptor, sri family
WP:CE33742	ZC482.1			GABA receptor
WP:CE33743	ZC64.3c			
WP:CE33744	ZC8.3			
WP:CE33746	ZK1193.5a			
WP:CE33747	ZK1193.5b			
WP:CE33748	ZK1193.5c			
WP:CE33749	ZK563.4b			
WP:CE33750	ZK643.3a			Calcitonin receptor family
WP:CE33752	ZK813.1			
WP:CE33753	B0391.6			F-box protein
WP:CE33754	C05C12.3			
WP:CE33755	C06B8.9			7TM chemoreceptor, srw family
WP:CE33757	C33A12.19			
WP:CE33758	C33D9.3a			
WP:CE33759	C33D9.3b			
WP:CE33760	C33D9.6			
WP:CE33761	C37A2.4b			
WP:CE33762	C41G6.2			7TM chemoreceptor, srw family
WP:CE33764	C41G6.8			7TM chemoreceptor, srw family
WP:CE33765	C47D12.6b			threonyl-tRNA synthetase (cytoplasmic)
WP:CE33766	C47E12.3			alpha-mannosidase
WP:CE33767	C47E12.4a			inorganic pyrophosphatase
WP:CE33768	C47E12.4b			inorganic pyrophosphatase
WP:CE33769	C47E12.4c			inorganic pyrophosphatase
WP:CE33770	C54C6.2			tubulin
WP:CE33772	F08C6.1a			Thrombospondin
WP:CE33773	F13E9.1			SD22 like protein
WP:CE33775	F20C5.1a			poly(ADP)ribose glycohydrolases
WP:CE33776	F20C5.7			
WP:CE33777	F37B4.8			7TM chemoreceptor, srw family
WP:CE33778	F38C2.2			Helix-loop-helix DNA-binding domain (2 domains)
WP:CE33780	F38E11.6a			
WP:CE33781	F38E11.6b			
WP:CE33783	F45E10.1c			
WP:CE33784	F45G2.1			zinc metallopeptidase (M12A family)
WP:CE33785	F45H11.3a			
WP:CE33787	F46B3.17			collagen
WP:CE33788	F46B6.5a			
WP:CE33789	F46B6.5b			
WP:CE33790	F49A5.8			7TM chemoreceptor, srw family
WP:CE33791	F52B11.1a			
WP:CE33792	F52B11.1b			
WP:CE33793	F53H4.1			excision repair protein ERCC-6 like
WP:CE33795	F55A11.11			
WP:CE33797	F56D5.6			
WP:CE33798	H12I19.1			
WP:CE33800	JC8.8			Transthyretin-like family
WP:CE33801	K05D4.3			
WP:CE33804	K08E3.5e			
WP:CE33805	M01B2.11			7TM chemoreceptor, srw family
WP:CE33806	M01F1.8a			
WP:CE33807	M199.5			collagen-like
WP:CE33808	R08E3.1a			LDL receptor-related protein
WP:CE33809	R08E3.3a			
WP:CE33810	R09F10.3			
WP:CE33811	R09F10.4			unc-7-like protein
WP:CE33812	R09G11.2c			
WP:CE33813	R160.1a			clathrin coat assembly protein
WP:CE33814	R160.1b			
WP:CE33815	R160.7			
WP:CE33818	T01B10.4a			nuclear hormone receptor
WP:CE33819	T01B10.4b			
WP:CE33820	T01B6.3a			
WP:CE33821	T01B6.3b			
WP:CE33822	T03D3.3			7TM chemoreceptor, srw family
WP:CE33823	T03D3.5			
WP:CE33824	T03F6.6			
WP:CE33825	T08A9.9			
WP:CE33826	T10H4.5			7TM chemoreceptor, srw family
WP:CE33827	T10H4.8			7TM chemoreceptor, srw family
WP:CE33828	T11F1.1			7TM chemoreceptor, srw family
WP:CE33829	T11G6.1b			histidyl-tRNA synthetase (mitochondrial)
WP:CE33830	T11G6.8			RNA recognition motif. (aka RRM, RBD, or RNP domain)
WP:CE33831	T12D8.4			
WP:CE33832	T12D8.5			
WP:CE33834	T20B3.7			
WP:CE33835	T21B10.6			cuticlin like
WP:CE33836	T22B7.5			7TM chemoreceptor, srv family
WP:CE33837	T23E1.2			
WP:CE33838	T23E1.3			
WP:CE33839	T25E12.11			DUF-216 family
WP:CE33840	T25E12.12			
WP:CE33843	T27E9.1b			
WP:CE33844	T27E9.1c			
WP:CE33847	Y105E8B.8a			
WP:CE33848	Y116A8C.38			
WP:CE33849	Y24D9A.2			
WP:CE33850	Y37A1B.1b			
WP:CE33851	Y37E11AL.3b			
WP:CE33852	Y37E11AL.7			
WP:CE33853	Y37E11AM.1			
WP:CE33854	Y37E11AR.5			ugt family
WP:CE33855	Y37E11AR.7			
WP:CE33856	Y37E11B.1a			zinc finger protein
WP:CE33857	Y37E11B.10b			
WP:CE33858	Y37E11B.10c			
WP:CE33859	Y38C1AA.12			
WP:CE33860	Y38C1AA.1c			
WP:CE33861	Y38C1AA.2			
WP:CE33862	Y38C1AA.5a			
WP:CE33863	Y38F2AR.12b			
WP:CE33865	Y38F2AR.3			
WP:CE33866	Y39E4A.3a			Transketolase
WP:CE33867	Y39H10A.7b			
WP:CE33868	Y40C5A.4b			
WP:CE33869	Y41D4B.19b			
WP:CE33870	Y42H9B.2			
WP:CE33875	Y48A5A.2			
WP:CE33876	Y48E1B.14a			
WP:CE33877	Y49E10.18			
WP:CE33878	Y49E10.19			PH (pleckstrin  homology) domain
WP:CE33879	Y52E8A.5			7TM chemoreceptor, srw family
WP:CE33881	Y54F10BM.1			
WP:CE33882	Y54F10BM.14			
WP:CE33883	Y54G2A.10b			
WP:CE33884	Y54G2A.11b			
WP:CE33885	Y54G2A.17a			
WP:CE33886	Y54G2A.17b			
WP:CE33887	Y54G2A.17c			
WP:CE33888	Y54G2A.26b			
WP:CE33889	Y54G2A.5b			
WP:CE33891	Y55F3AM.6b			
WP:CE33892	Y56A3A.1a			
WP:CE33893	Y57G11A.1b			LIM domain containing proteins
WP:CE33894	Y59H11AR.2b			
WP:CE33895	Y66H1B.2a			
WP:CE33898	Y75B12B.10			
WP:CE33899	Y75B12B.7			7TM chemoreceptor, srw family
WP:CE33900	ZC482.5			GABA receptor
WP:CE33901	ZC482.6			7TM chemoreceptor, srw family
WP:CE33902	ZC482.8			7TM chemoreceptor, srw family
WP:CE33903	ZK1010.2			
WP:CE33905	ZK105.2			7TM chemoreceptor, srw family
WP:CE33908	ZK520.2			
WP:CE33909	ZK525.2			
WP:CE33911	ZK809.5b			
WP:CE33912	ZK809.8a			
WP:CE33914	B0524.3			
WP:CE33917	C43H6.4			
WP:CE33918	C44C1.5b			
WP:CE33919	C44E12.3e			
WP:CE33921	C46H3.2b			
WP:CE33922	F18E3.2			7TM chemoreceptor, srw family
WP:CE33923	F18E3.4b			7TM chemoreceptor, srw family
WP:CE33924	F18E3.6			7TM chemoreceptor, srw family
WP:CE33925	F26D2.2			
WP:CE33927	F33D4.1a			zinc finger protein/hormone receptor
WP:CE33928	F33D4.1b			
WP:CE33929	F54D7.4			
WP:CE33931	K09D9.13			7TM chemoreceptor, srw family
WP:CE33933	R04E5.10b			
WP:CE33934	R04E5.8b			
WP:CE33935	R155.1b			
WP:CE33936	T11F1.5			7TM chemoreceptor, srw family
WP:CE33937	T13A10.14			7TM chemoreceptor, srv family
WP:CE33939	T17H7.4l			
WP:CE33940	T22D1.3b			
WP:CE33941	Y110A2AL.12a			
WP:CE33942	Y37B11A.3			
WP:CE33943	Y39A3CR.1b			
WP:CE33944	Y39A3CR.5			
WP:CE33945	Y42G9A.3b			
WP:CE33946	Y47D3B.11			
WP:CE33947	Y50D7A.2			
WP:CE33948	Y57G7A.4			7TM chemoreceptor, srw family
WP:CE33949	Y67D8A.2b			
WP:CE33951	Y67D8C.3b			transposase
WP:CE33952	Y69A2AR.2b			
WP:CE33953	Y69A2AR.7c			
WP:CE33955	Y94H6A.9b			
WP:CE33959	ZK180.3b			
WP:CE33963	B0344.2			
WP:CE33964	B0393.6			Zinc finger, C3HC4 type (RING finger)
WP:CE33965	B0464.6			
WP:CE33966	C05B5.6			
WP:CE33967	C05B5.8			
WP:CE33968	C05C9.1			LBP / BPI / CETP family
WP:CE33970	C07A9.6			UDP-glucuronosyltransferase
WP:CE33971	C07G2.1b			
WP:CE33972	C08B6.6			
WP:CE33973	C09F12.3			
WP:CE33975	C25F9.4			
WP:CE33976	C27C12.4			
WP:CE33977	C32A3.3a			coiled coil domains
WP:CE33978	C32A3.3b			
WP:CE33979	C36A4.10			
WP:CE33980	C36F7.4a			Drosophila amalgam protein like
WP:CE33982	C40H5.3			
WP:CE33984	C50F4.10			serine/threonine kinase
WP:CE33985	C50F4.4			
WP:CE33986	C51E3.2			opoid receptor
WP:CE33988	D2045.9			
WP:CE33990	F02E8.2a			G-protein coupled receptor
WP:CE33991	F08C6.1b			
WP:CE33992	F08C6.1c			
WP:CE33994	F11C1.3			membrane glycoprotein
WP:CE33995	F13B10.1c			
WP:CE33996	F13D2.3			G-protein coupled receptor
WP:CE33997	F15B9.3			
WP:CE33998	F15B9.9			
WP:CE33999	F17A2.13			
WP:CE34000	F20B6.3			ABC transporter
WP:CE34001	F22A3.1a			DNA binding protein, ETS domain
WP:CE34002	F22A3.6b			
WP:CE34003	F25B3.3			phorbol ester and DAG binding domain
WP:CE34004	F27D9.1b			
WP:CE34005	F31D4.6			serine protease
WP:CE34006	F31D4.7			
WP:CE34007	F31F6.6			low-affinity decarboxylate transporter
WP:CE34009	F32A6.4c			
WP:CE34010	F38A5.2a			
WP:CE34011	F38A5.2b			
WP:CE34013	F38E11.7			
WP:CE34014	F39D8.3			carbonic anhydrase like
WP:CE34015	F41D9.3d			
WP:CE34016	F42C5.7			
WP:CE34017	F43C1.1			leucine rich repeat
WP:CE34018	F43G9.1			isocitrate dehydrogenase
WP:CE34019	F45E10.1d			
WP:CE34020	F45E10.1e			
WP:CE34021	F45E6.3			Probable rabGAP domains
WP:CE34022	F46B3.5			
WP:CE34023	F46B6.5c			
WP:CE34024	F46H5.2b			
WP:CE34025	F46H5.2c			
WP:CE34026	F46H5.7c			
WP:CE34027	F46H6.2a			diaglycerol kinase
WP:CE34028	F46H6.2b			
WP:CE34029	F46H6.2c			
WP:CE34030	F48F5.2			
WP:CE34031	F48F5.5			
WP:CE34033	F55H2.7			
WP:CE34034	F56F10.1			peptidase
WP:CE34035	F57A8.1			ETS domain
WP:CE34036	F57A8.5			Zinc finger, C4 type (two domains)
WP:CE34037	F58A4.7c			
WP:CE34038	F58A4.7d			
WP:CE34039	F59A1.11a			
WP:CE34040	F59A1.14			
WP:CE34041	F59B2.5			
WP:CE34042	H03G16.2			
WP:CE34043	H05L03.3			
WP:CE34044	H06H21.1			7TM chemoreceptor, srw family
WP:CE34045	H06H21.2			7TM chemoreceptor, srw family
WP:CE34046	K02F3.3			
WP:CE34048	K03A11.4			
WP:CE34049	K03A11.5			
WP:CE34050	K04F1.3			7TM chemoreceptor, srw family
WP:CE34051	K04F1.4			7TM chemoreceptor, srw family
WP:CE34052	K05B2.5a			
WP:CE34053	K09E2.4b			
WP:CE34054	K10C2.7			
WP:CE34056	K11E4.2			Src homology domain 2
WP:CE34058	M02F4.8			MIP family protein
WP:CE34059	M03C11.8			helicase
WP:CE34060	M03F4.7b			
WP:CE34061	M142.6			Zinc finger, C3HC4 type (RING finger)
WP:CE34062	M6.1c			
WP:CE34063	M60.4a			
WP:CE34065	MTCE.11			NADH dehydrogenase ND1
WP:CE34069	MTCE.23			cytochrome oxidase subunit III
WP:CE34072	MTCE.3			NADH dehydrogenase ND6
WP:CE34077	R03A10.5			
WP:CE34078	R07B5.5			
WP:CE34079	R07B5.7			
WP:CE34080	R08B4.1a			groundhog
WP:CE34081	R08B4.1b			groundhog
WP:CE34082	R09A8.2			
WP:CE34083	R09H10.3a			transthyretin like
WP:CE34084	R10E12.1d			
WP:CE34085	R10E4.2c			
WP:CE34087	T05D4.4			
WP:CE34088	T05G5.9a			Coiled coil protein
WP:CE34089	T05G5.9b			
WP:CE34090	T06E4.5			
WP:CE34091	T09B9.3			
WP:CE34092	T11A5.3			
WP:CE34093	T12D8.9a			
WP:CE34095	T20G5.9			
WP:CE34097	T24A11.2			
WP:CE34099	T27E9.6			
WP:CE34100	W04E12.4			
