GENE ID	Gene Name	Synonyms	Gene products
DDB_G0290239	DDB_G0290239		
DDB_G0290241	DDB_G0290241		Pol.
DDB_G0290243	act39_ps		pseudogene
DDB_G0290245	psiC		PA14 domain-containing protein
DDB_G0290247	DDB_G0290247		
DDB_G0290249	DDB_G0290249		
DDB_G0290251	DDB_G0290251_ps		pseudogene
DDB_G0290253	DDB_G0290253		Na+/H+ antiporter-like protein.
DDB_G0290255	DDB_G0290255		
DDB_G0290257	cfrA	fusA, GP138A, DdFRP2	cell surface glycoprotein GP138 A
DDB_G0290259	cfrB	fusB, GP138B, DDFRP3	cell surface glycoprotein GP138 B
DDB_G0290261	cfrC	fusD, DdFRP1beta, DdFRP1&beta;	cell surface glycoprotein GP138 C
DDB_G0290263	pho2a	PP2A, PP2Ac	protein phosphatase 2A catalytic subunit, protein phosphatase 2A subunit C
DDB_G0290265	cfrD	fusC, GP138D, DdFRP1alpha, DdFRP1&alpha;	cell surface glycoprotein GP138 D
DDB_G0290267	gefO	RasGEFO, RasGEF	Ras guanine nucleotide exchange factor
DDB_G0290269	cfr_ps2	GP138-2, GP138_ps2	pseudogene
DDB_G0290271	cfr_ps1	GP138-1, GP138_ps1	pseudogene
DDB_G0290273	DDB_G0290273		
DDB_G0290275	DDB_G0290275		
DDB_G0290277	nudt19		nucleoside diphosphate-linked moiety X motif 19
DDB_G0290279	dgat2		diacylglycerol O-acyltransferase 2
DDB_G0290281	drpp21	rpp2, RPP21	RNase P protein subunit
DDB_G0290283	DDB_G0290283		
DDB_G0290285	DDB_G0290285		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0290287	DDB_G0290287		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0290289	DDB_G0290289		
DDB_G0290291	DDB_G0290291		putative MAPEG family protein
DDB_G0290293	colA_ps2		pseudogene
DDB_G0290295	DDB_G0290295		
DDB_G0290297	xrcc2		AAA ATPase domain-containing protein, putative DNA repair protein XRCC2
DDB_G0290299	DDB_G0290299		
DDB_G0290301	DDB_G0290301		
DDB_G0290303	bzpP		putative basic-leucine zipper (bZIP) transcription factor
DDB_G0290305	DDB_G0290305		
DDB_G0290307	DDB_G0290307		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, ELAVL1-like protein
DDB_G0290309	DDB_G0290309		
DDB_G0290311	DDB_G0290311		
DDB_G0290313	DDB_G0290313		
DDB_G0290315	rpl23		S60 ribosomal protein L23
DDB_G0290317	psiJ		PA14 domain-containing protein
DDB_G0290319	DDB_G0290319		bolA family protein
DDB_G0290321	DDB_G0290321		
DDB_G0290323	DDB_G0290323		
DDB_G0290325	espl1		separase
DDB_G0290327	gtf2a1	TFIIA, TFIIA1, TFIIAL	transcription factor IIA, large chain, transcription initiation factor IIA alpha chain, transcription initiation factor IIA beta chain
DDB_G0290329	DDB_G0290329		short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein
DDB_G0290331	ssrp1		structure-specific recognition protein 1, FACT complex subunit SSRP1
DDB_G0290333	DDB_G0290333		Physaropepsin.
DDB_G0290335	DDB_G0290335		
DDB_G0290337	DDB_G0290337		
DDB_G0290339	ugt1		putative glycosyltransferase
DDB_G0290341	DDB_G0290341		SFT2 family protein, putative vesicle transport protein
DDB_G0290343	sodE	sod1, SOD	superoxide dismutase, putative cytoplasmatic superoxide dismutase
DDB_G0290345	DDB_G0290345		
DDB_G0290347	DDB_G0290347		
DDB_G0290349	DDB_G0290349		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0290351	DDB_G0290351		
DDB_G0290355	DDB_G0290355		
DDB_G0290359	DDB_G0290359		armadillo-type fold-containing protein
DDB_G0290361	DDB_G0290361		
DDB_G0290363	sybB		synaptobrevin domain-containing protein
DDB_G0290365	ctdspl2		CTD small phosphatase-like protein 2
DDB_G0290367	colA_ps1		pseudogene
DDB_G0290369	DDB_G0290369		Arf guanyl-nucleotide exchange factor, SEC7-like domain-containing protein
DDB_G0290371	DDB_G0290371		transmembrane protein
DDB_G0290373	DDB_G0290373		
DDB_G0290375	DDB_G0290375		5'-B-MODULE (Fragment).
DDB_G0290377	agnB		argonaut-like protein
DDB_G0290379	DDB_G0290379		
DDB_G0290381	DDB_G0290381		
DDB_G0290383	DDB_G0290383		
DDB_G0290385	DDB_G0290385		
DDB_G0290387	DDB_G0290387		unknown
DDB_G0290389	ascc3		DEAD/DEAH box helicase, Sec63 domain-containing protein, activating signal cointegrator 1 complex subunit
DDB_G0290391	DDB_G0290391		
DDB_G0290393	DDB_G0290393		
DDB_G0290395	DDB_G0290395		
DDB_G0290397	fthS	FTHFS	formate-dihydrofolate ligase, formyltetrahydrofolate synthetase
DDB_G0290399	DDB_G0290399		
DDB_G0290401	DDB_G0290401		pantothenate kinase
DDB_G0290403	DDB_G0290403		unknown
DDB_G0290405	tpsC		glycosyltransferase, alpha,alpha-trehalose-phosphate synthase, trehalose 6-phosphate synthase, trehalose-phosphatase
DDB_G0290407	rabO		Rab GTPase
DDB_G0290409	DDB_G0290409		peptidase S28 family protein
DDB_G0290411	DDB_G0290411		
DDB_G0290413	DDB_G0290413		
DDB_G0290415	DDB_G0290415		EbiP3474 (Fragment).
DDB_G0290417	chid1		chitinase domain-containing protein 1, glycosyl hydrolase 18 family protein
DDB_G0290419	DDB_G0290419		
DDB_G0290421	DDB_G0290421		
DDB_G0290423	DDB_G0290423		major facilitator superfamily protein
DDB_G0290425	DDB_G0290425		
DDB_G0290427	DDB_G0290427		alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0290429	DDB_G0290429		
DDB_G0290431	DDB_G0290431		
DDB_G0290433	DDB_G0290433		pectin lyase-like family protein, FKBP-type peptidylprolyl cis-trans isomerase domain-containing protein
DDB_G0290435	DDB_G0290435		
DDB_G0290437	DDB_G0290437		
DDB_G0290439	gacW	RacGAP	leucine-rich repeat-containing protein (LRR), RhoGAP domain-containing protein
DDB_G0290441	DDB_G0290441		
DDB_G0290443	DDB_G0290443		transmembrane protein
DDB_G0290445	DDB_G0290445		
DDB_G0290447	DDB_G0290447		Pol.
DDB_G0290449	DDB_G0290449		GCN5-related N-acetyltransferase
DDB_G0290451	shkE	SHK5	SH2 domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, SHK subfamily protein kinase
DDB_G0290453	usp12		peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)
DDB_G0290455	DDB_G0290455		
DDB_G0290457	DDB_G0290457		
DDB_G0290459	DDB_G0290459		
DDB_G0290461	DDB_G0290461		
DDB_G0290463	DDB_G0290463		unknown
DDB_G0290465	DDB_G0290465		unknown
DDB_G0290467	pks27	dipks27, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290469	pks28	dipks28, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290471	DDB_G0290471		protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase
DDB_G0290473	DDB_G0290473		
DDB_G0290475	DDB_G0290475		
DDB_G0290479	hydA	ALDH	aldehyde dehydrogenase, putative NAD-dependent aldehyde dehydrogenase
DDB_G0290481	talA		filopodin, talinA
DDB_G0290483	abcE1		RNaseL inhibitor-like protein, ABC transporter-related protein, 4Fe-4S ferredoxin, iron-sulfur binding domain-containing protein
DDB_G0290485	dlrA		deliriumA
DDB_G0290487	DDB_G0290487		
DDB_G0290489	DDB_G0290489		
DDB_G0290491	DDB_G0290491		MAP1-LC3 domain-containing protein
DDB_G0290493	gxcHH	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein
DDB_G0290495	DDB_G0290495		
DDB_G0290497	DDB_G0290497		
DDB_G0290499	slmo		slowmo family protein
DDB_G0290501	xpnpep1		peptidase M24 family protein, Xaa-Pro aminopeptidase 1
DDB_G0290503	DDB_G0290503		
DDB_G0290505	DDB_G0290505		Q94481 Protein cigB (Fragment).
DDB_G0290507	DDB_G0290507		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0290509	DDB_G0290509	CP55	centrosomal protein 55 kDa
DDB_G0290511	DDB_G0290511		
DDB_G0290513	DDB_G0290513		
DDB_G0290515	DDB_G0290515		
DDB_G0290517	DDB_G0290517		
DDB_G0290519	DDB_G0290519		
DDB_G0290521	DDB_G0290521		
DDB_G0290523	DDB_G0290523		putative transmembrane protein
DDB_G0290525	DDB_G0290525		
DDB_G0290527	DDB_G0290527		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0290529	cpnE		phospholipid-binding protein, copine E
DDB_G0290531	DDB_G0290531		
DDB_G0290533	DDB_G0290533		
DDB_G0290535	DDB_G0290535	ALDH	aldehyde dehydrogenase, putative NAD-dependent aldehyde dehydrogenase
DDB_G0290537	DDB_G0290537	ALDH	aldehyde dehydrogenase, putative NAD-dependent aldehyde dehydrogenase
DDB_G0290539	DDB_G0290539		
DDB_G0290541	DDB_G0290541		
DDB_G0290543	DDB_G0290543		
DDB_G0290545	DDB_G0290545		Putative calmodulin-binding protein CaM-BP46.
DDB_G0290547	DDB_G0290547		P46595 Ubiquitin-conjugating enzyme E2 4 (EC 6.3.2.19) (Ubiquitin-protein ligase 4) (Ubiquitin carrier protein 4).
DDB_G0290549	DDB_G0290549		
DDB_G0290551	rblA	Rb	Rb-like protein, Retinoblastoma-like protein
DDB_G0290553	DDB_G0290553		NOL1/NOP2/Sun family protein, PUA domain-containing protein
DDB_G0290555	DDB_G0290555		WD40 repeat-containing protein
DDB_G0290557	DDB_G0290557		
DDB_G0290559	DDB_G0290559		Q94481 Protein cigB (Fragment).
DDB_G0290561	DDB_G0290561		Q94481 Protein cigB (Fragment).
DDB_G0290563	cupH		ricin B lectin domain-containing protein, cup family protein
DDB_G0290565	DDB_G0290565		Q94481 Protein cigB (Fragment).
DDB_G0290567	DDB_G0290567		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0290569	DDB_G0290569		Q94481 Protein cigB (Fragment).
DDB_G0290571	DDB_G0290571		Q94481 Protein cigB (Fragment).
DDB_G0290573	DDB_G0290573		
DDB_G0290575	DDB_G0290575		LIM-type zinc finger-containing protein
DDB_G0290577	dnase2		deoxyribonuclease II
DDB_G0290579	DDB_G0290579		
DDB_G0290583	DDB_G0290583		
DDB_G0290585	DDB_G0290585		
DDB_G0290587	DDB_G0290587		
DDB_G0290589	DDB_G0290589		
DDB_G0290591	DDB_G0290591		winged helix DNA-binding domain-containing protein
DDB_G0290593	DDB_G0290593		unknown
DDB_G0290595	DDB_G0290595		
DDB_G0290597	DDB_G0290597	rabGAP	RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP), B-box zinc finger-containing protein
DDB_G0290599	DDB_G0290599		
DDB_G0290601	DDB_G0290601		
DDB_G0290603	DDB_G0290603		
DDB_G0290605	DDB_G0290605		
DDB_G0290607	DDB_G0290607		
DDB_G0290609	DDB_G0290609		
DDB_G0290611	DDB_G0290611		Q94481 Protein cigB (Fragment).
DDB_G0290613	DDB_G0290613		Q94481 Protein cigB (Fragment).
DDB_G0290615	DDB_G0290615		
DDB_G0290617	DDB_G0290617		FNIP repeat-containing protein
DDB_G0290619	DDB_G0290619		
DDB_G0290621	DDB_G0290621		protein kinase, TKL group, tyrosine kinase-like protein
DDB_G0290623	DDB_G0290623		Similar to Mus musculus (Mouse). DNA segment, Chr 11, Wayne state University 80, expressed.
DDB_G0290625	DDB_G0290625		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0290627	DDB_G0290627		
DDB_G0290629	DDB_G0290629		Putative ubiquitin-conjugating enzyme E2 (EC 6.3.2.19) (Ubiquitin- protein ligase) (Ubiquitin carrier protein).
DDB_G0290631	DDB_G0290631		pmp22 family protein
DDB_G0290633	DDB_G0290633		
DDB_G0290635	DDB_G0290635		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0290637	DDB_G0290637		unknown
DDB_G0290639	DDB_G0290639		FNIP repeat-containing protein
DDB_G0290641	DDB_G0290641		
DDB_G0290643	DDB_G0290643		
DDB_G0290645	DDB_G0290645		
DDB_G0290647	DDB_G0290647		SPX domain-containing protein, EXS domain-containing protein, SPX/EXS domain-containing protein 5
DDB_G0290649	DDB_G0290649		CCCH-type zinc finger-containing protein, RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM
DDB_G0290651	DDB_G0290651		unknown
DDB_G0290653	DDB_G0290653		Suppressor of actin mutations (Sac1p protein) (SAC1).
DDB_G0290655	DDB_G0290655		
DDB_G0290657	DDB_G0290657		
DDB_G0290659	DDB_G0290659		short-chain dehydrogenase/reductase (SDR) family protein
DDB_G0290661	DDB_G0290661		
DDB_G0290663	DDB_G0290663		
DDB_G0290665	gtaX		putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 24
DDB_G0290667	DDB_G0290667		
DDB_G0290669	mcfW		mitochondrial substrate carrier family protein
DDB_G0290671	rabggtb		protein geranylgeranyltransferase type II, Rab geranylgeranyltransferase beta subunit
DDB_G0290673	DDB_G0290673		
DDB_G0290675	DDB_G0290675		
DDB_G0290677	DDB_G0290677		
DDB_G0290679	DDB_G0290679		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0290681	DDB_G0290681		Q94481 Protein cigB (Fragment).
DDB_G0290683	DDB_G0290683		
DDB_G0290685	DDB_G0290685		unknown
DDB_G0290687	mhkC	MHCK-C, DG1069	myosin heavy chain kinase, protein serine/threonine kinase, protein kinase, Atypical group, Alpha kinase family protein, MHCK subfamily protein kinase
DDB_G0290689	DDB_G0290689		NUDIX hydrolase family protein, dinucleoside polyphosphate hydrolase
DDB_G0290691	DDB_G0290691		Transmembrane protein. 6/101.
DDB_G0290693	eif2b3		eukaryotic translation initiation factor 2B, subunit 3 gamma, bacterial transferase hexapeptide repeat-containing protein
DDB_G0290695	DDB_G0290695		
DDB_G0290697	DDB_G0290697		
DDB_G0290699	pks29	dipks29, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290701	pks30	dipks30, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290703	pks31	dipks31, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290705	DDB_G0290705		
DDB_G0290707	CYP514A4		cytochrome P450 family protein
DDB_G0290709	pks32	dipks32, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290711	DDB_G0290711_ps		pseudogene
DDB_G0290713	DDB_G0290713_RTE		gag
DDB_G0290715	DDB_G0290715		
DDB_G0290719	omt10		O-methyltransferase family 2 protein
DDB_G0290721	DDB_G0290721		aminotransferase class-III
DDB_G0290723	mkcB	DG1101	putative protein serine/threonine kinase, STE20 family protein kinase, protein kinase, STE group, MKC subfamily protein kinase
DDB_G0290725	lyrm4		LYR motif-containing protein 4
DDB_G0290727	DDB_G0290727		
DDB_G0290729	pks33	dipks33, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290737	pks34	dipks34, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290739	DDB_G0290739		
DDB_G0290741	DDB_G0290741		
DDB_G0290743	CYP514A1		cytochrome P450 family protein
DDB_G0290745	pabpc1B		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, putative polyadenylate binding protein (PABP)
DDB_G0290747	DDB_G0290747_ps		pseudogene
DDB_G0290749	DDB_G0290749		Pol.
DDB_G0290751	alg7		UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, GlcNAc phosphotransferase
DDB_G0290753	DDB_G0290753		C2 domain-containing protein
DDB_G0290755	DDB_G0290755		C2 domain-containing protein
DDB_G0290757	dynF	p27, DCTN6	dynactin subunit p27
DDB_G0290759	eif2b4		eIF2B GDP-GTP exchange factor, translation initiation factor eIF2B delta subunit
DDB_G0290761	sid1		transmembrane protein, systemic RNA interference defective protein 1
DDB_G0290763	DDB_G0290763		
DDB_G0290765	jcdA		transcription factor jumonji, jmjC domain-containing protein, Kame
DDB_G0290767	DDB_G0290767		unknown
DDB_G0290771	DDB_G0290771	ArfGEF	Arf guanyl-nucleotide exchange factor, SEC7-like domain-containing protein
DDB_G0290773	DDB_G0290773		
DDB_G0290777	DDB_G0290777		
DDB_G0290779	rabL	gbp7L	GTP binding protein RARE7L, Rab GTPase
DDB_G0290781	med20		putative mediator complex subunit 20
DDB_G0290783	rabG2		Rab GTPase
DDB_G0290785	DDB_G0290785		
DDB_G0290787	mybO		putative myb transcription factor
DDB_G0290789	rabN1		Rab GTPase
DDB_G0290791	rabK2		Rab GTPase domain-containing protein
DDB_G0290793	rabN2		Rab GTPase
DDB_G0290795	hddc2		HD domain-containing protein 2
DDB_G0290797	DDB_G0290797		
DDB_G0290799	DDB_G0290799		uncharacterised protein family, carbohydrate kinase-related
DDB_G0290801	DDB_G0290801		
DDB_G0290803	DDB_G0290803		
DDB_G0290805	DDB_G0290805		
DDB_G0290807	DDB_G0290807		
DDB_G0290809	DDB_G0290809		
DDB_G0290811	DDB_G0290811		
DDB_G0290813	DDB_G0290813		
DDB_G0290815	DDB_G0290815		
DDB_G0290817	DDB_G0290817		Q94481 Protein cigB (Fragment).
DDB_G0290819	DDB_G0290819		
DDB_G0290821	DDB_G0290821		
DDB_G0290823	DDB_G0290823		
DDB_G0290825	DDB_G0290825		
DDB_G0290827	DDB_G0290827		Rab GTPase domain-containing protein
DDB_G0290829	rabM		Rab GTPase
DDB_G0290831	rabK3		Rab GTPase domain-containing protein
DDB_G0290833	rabK1	rabK	Rab GTPase
DDB_G0290835	DDB_G0290835		
DDB_G0290837	DDB_G0290837		
DDB_G0290839	DDB_G0290839		
DDB_G0290841	DDB_G0290841		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0290843	DDB_G0290843		
DDB_G0290845	gcvH2	gcvH	glycine cleavage system H-protein
DDB_G0290847	DDB_G0290847		
DDB_G0290849	zmpste24		CAAX prenyl protease, zinc metalloproteinase, STE24 endopeptidase
DDB_G0290851	spc3		microsomal signal peptidase subunit, signal peptidase complex subunit 3
DDB_G0290853	stlB	pks37, dipks37, PKS, steely2	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290855	DDB_G0290855		
DDB_G0290857	DDB_G0290857		
DDB_G0290859	DDB_G0290859		putative protein serine/threonine kinase, protein kinase, AGC group, NDR family protein kinase
DDB_G0290861	DDB_G0290861		Q94481 Protein cigB (Fragment).
DDB_G0290863	DDB_G0290863		
DDB_G0290865	DDB_G0290865		
DDB_G0290867	DDB_G0290867		
DDB_G0290869	jcdF		transcription factor jumonji, jmjC domain-containing protein
DDB_G0290871	DDB_G0290871		
DDB_G0290873	gacJJ	racGAP	pleckstrin homology (PH) domain-containing protein, SH3 domain-containing protein, RhoGAP domain-containing protein
DDB_G0290875	rabP		Rab GTPase
DDB_G0290877	DDB_G0290877		
DDB_G0290879	DDB_G0290879		
DDB_G0290881	DDB_G0290881		
DDB_G0290883	DDB_G0290883		RING zinc finger-containing protein, TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein
DDB_G0290885	DDB_G0290885		unknown
DDB_G0290887	DDB_G0290887		unknown
DDB_G0290889	DDB_G0290889		
DDB_G0290891	gacL	RacGAP	RhoGAP domain-containing protein
DDB_G0290893	DDB_G0290893		
DDB_G0290895	DDB_G0290895		Q94481 Protein cigB (Fragment).
DDB_G0290897	DDB_G0290897		
DDB_G0290899	DDB_G0290899		
DDB_G0290901	gefK	RasGEFK, RasGEF	Ras guanine nucleotide exchange factor
DDB_G0290903	DDB_G0290903	sigN179	hssA/2C/7E family protein
DDB_G0290905	DDB_G0290905		hssA/2C/7E family protein
DDB_G0290907	DDB_G0290907		
DDB_G0290909	rpa49		putative RNA polymerase I subunit
DDB_G0290911	DDB_G0290911		
DDB_G0290913	mcfS		mitochondrial substrate carrier family protein, putative mitochondrial carnitine/acylcarnitine transporter
DDB_G0290915	DDB_G0290915		
DDB_G0290917	DDB_G0290917		
DDB_G0290919	smc5		structural maintenance of chromosome protein, AAA ATPase domain-containing protein
DDB_G0290921	DDB_G0290921		
DDB_G0290923	DDB_G0290923		
DDB_G0290925	psiD		PA14 domain-containing protein
DDB_G0290927	etfa		electron transfer flavoprotein alpha subunit
DDB_G0290929	gtf2b	TF2B, TFIIB	transcription initiation factor IIB
DDB_G0290931	DDB_G0290931		RING zinc finger-containing protein, TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein
DDB_G0290933	DDB_G0290933		
DDB_G0290935	DDB_G0290935		P11467 DG17 protein.
DDB_G0290937	pks38	dipks38, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290939	DDB_G0290939		
DDB_G0290941	DDB_G0290941		P11467 DG17 protein.
DDB_G0290943	pks39	dipks39, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0290945	DDB_G0290945		hssA/2C/7E family protein
DDB_G0290947	DDB_G0290947		
DDB_G0290949	DDB_G0290949		
DDB_G0290951	DDB_G0290951		
DDB_G0290953	DDB_G0290953		
DDB_G0290955	DDB_G0290955		Putative transposition inhibitor.
DDB_G0290957	cprA	CP1	cysteine proteinase 1
DDB_G0290959	chtC	rsc6	unknown
DDB_G0290961	zfaA	DG17	RING zinc finger-containing protein, TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein
DDB_G0290963	kif1	kif1A, Unc104	kinesin-3, kinesin family member 1
DDB_G0290965	DDB_G0290965		RING zinc finger-containing protein, TRAF-type zinc finger-containing protein
DDB_G0290967	DDB_G0290967		
DDB_G0290969	DDB_G0290969		
DDB_G0290971	DDB_G0290971		
DDB_G0290973	DDB_G0290973		
DDB_G0290975	DDB_G0290975		alpha/beta hydrolase fold-3 domain-containing protein
DDB_G0290977	DDB_G0290977		
DDB_G0290981	CYP513A2_ps	CYP513A2P	pseudogene
DDB_G0290983	DDB_G0290983		ankyrin repeat-containing protein, cyclin-like F-box containing protein, C2 calcium-dependent membrane targeting domain-containing protein
DDB_G0290985	DDB_G0290985		
DDB_G0290987	pus1		tRNA pseudouridylate synthase
DDB_G0290989	DDB_G0290989		
DDB_G0290991	DDB_G0290991		
DDB_G0290993	DDB_G0290993		
DDB_G0290995	DDB_G0290995		Erythrocyte band 7 membrane protein homolog.
DDB_G0290997	mppA2		mitochondrial processing peptidase alpha subunit, peptidase M16 family protein
DDB_G0290999	DDB_G0290999		
DDB_G0291001	DDB_G0291001		
DDB_G0291003	DDB_G0291003		
DDB_G0291005	DDB_G0291005		
DDB_G0291007	gxcK	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein
DDB_G0291009	DDB_G0291009		UPF0552 family protein
DDB_G0291011	DDB_G0291011		
DDB_G0291013	DDB_G0291013		
DDB_G0291015	DDB_G0291015		putative small nuclear ribonucleoparticle-associated protein, LSM (like-Sm) domain-containing protein
DDB_G0291017	DDB_G0291017		
DDB_G0291019	DDB_G0291019		
DDB_G0291021	gacD	RacGAP	RhoGAP domain-containing protein
DDB_G0291023	DDB_G0291023		
DDB_G0291025	DDB_G0291025		
DDB_G0291027	DDB_G0291027		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0291029	DDB_G0291029		sulfate adenylyltransferase, adenylylsulfate kinase
DDB_G0291031	ccs		copper chaperone for superoxide dismutase
DDB_G0291033	DDB_G0291033		
DDB_G0291035	DDB_G0291035		P11467 DG17 protein.
DDB_G0291037	rpb6		RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit
DDB_G0291039	kif11		kinesin family member 11, kinesin-7
DDB_G0291041	DDB_G0291041		
DDB_G0291043	DDB_G0291043		
DDB_G0291045	DDB_G0291045		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0291047	xdh		xanthine dehydrogenase
DDB_G0291049	ost2		dolichyl-diphosphooligosaccharide-protein glycotransferase, oligosaccharyltransferase epsilon subunit
DDB_G0291051	DDB_G0291051		
DDB_G0291053	DDB_G0291053		
DDB_G0291055	DDB_G0291055		SFT2 family protein, putative vesicle transport protein
DDB_G0291057	DDB_G0291057		
DDB_G0291059	DDB_G0291059		ankyrin repeat-containing protein, K homology  (KH), type 1 domain containing-protein
DDB_G0291061	DDB_G0291061		
DDB_G0291063	thoc2		putative THO2 protein
DDB_G0291065	DDB_G0291065		
DDB_G0291067	DDB_G0291067		Pol.
DDB_G0291069	DDB_G0291069		Pol.
DDB_G0291071	DDB_G0291071		
DDB_G0291073	DDB_G0291073		
DDB_G0291075	warA	wariai, wri, hbx1	putative homeobox transcription factor, homeodomain (HOX) containing protein
DDB_G0291077	rdiA	RhoGDI1	Rho GDP-dissociation inhibitor
DDB_G0291079	gbpC	gefT	RasGEF domain-containing protein, cyclic GMP-binding protein, leucine-rich repeat-containing protein (LRR), GRAM domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ROCO family protein kinase, DEP domain-containing protein
DDB_G0291081	pefA	alg2A, DdPEF-1, pef1, alg2, ALG-2	penta EF hand calcium binding protein
DDB_G0291083	DDB_G0291083	tirC	
DDB_G0291085	gxcE	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein
DDB_G0291087	DDB_G0291087		
DDB_G0291089	DDB_G0291089		
DDB_G0291091	mapbpip		putative mitogen-activated protein binding protein interacting protein
DDB_G0291093	pikH	PI3K6	PI3kinase, Phosphatidylinositol 3-kinase
DDB_G0291095	grlP		G-protein-coupled receptor (GPCR) family 3 protein 15
DDB_G0291097	vps33		Sec1-like family protein
DDB_G0291099	DDB_G0291099		
DDB_G0291101	DDB_G0291101		
DDB_G0291103	DDB_G0291103		
DDB_G0291105	CYP513C1		cytochrome P450 family protein
DDB_G0291107	DDB_G0291107		
DDB_G0291109	DDB_G0291109		
DDB_G0291111	DDB_G0291111		
DDB_G0291113	DDB_G0291113		saposin B domain-containing protein
DDB_G0291115	DDB_G0291115	RasGAP	RasGTPase-activating protein, vacuolar sorting protein 9 domain-containing protein
DDB_G0291117	noxC	gp91phox	superoxide-generating NADPH oxidase flavocytochrome, flavocytochrome b large subunit
DDB_G0291119	DDB_G0291119		
DDB_G0291121	cinB	vspH5, H5	esterase/lipase/thioesterase domain-containing protein, vegetative specific protein H5
DDB_G0291123	glpD	GP2, gp-2	glycogen phosphorylase 2, glycogen phosphorylase a
DDB_G0291125	gnrA	GRP125	gelsolin-related protein
DDB_G0291127	mvpB		major vault protein, major vault protein B
DDB_G0291129	ndufa6		NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 6
DDB_G0291131	DDB_G0291131		
DDB_G0291133	DDB_G0291133		putative protein tyrosine kinase, WEE1 family protein kinase
DDB_G0291135	DDB_G0291135		
DDB_G0291137	DDB_G0291137	lyC2	
DDB_G0291139	DDB_G0291139		
DDB_G0291141	DDB_G0291141		putative zinc transporter, cation diffusion facilitator (CDF) family protein
DDB_G0291143	DDB_G0291143		
DDB_G0291145	msrB		peptide methionine sulfoxide reductase, peptide-methionine (R)-S-oxide reductase
DDB_G0291147	DDB_G0291147		
DDB_G0291149	DDB_G0291149		nuclear prelamin A recognition factor-like protein, iron hydrogenase domain-containing protein
DDB_G0291151	DDB_G0291151		
DDB_G0291153	DDB_G0291153		
DDB_G0291155	DDB_G0291155		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM
DDB_G0291157	cln3		Batten's disease protein Cln3 family protein
DDB_G0291159	DDB_G0291159		
DDB_G0291161	DDB_G0291161		
