SPCC5E4.05c	UniProtKB:O94305
SPBC215.04	UniProtKB:O94309
SPAC343.17c	UniProtKB:Q9UT73
SPAC22F3.10c	UniProtKB:Q09768
SPBC16A3.07c	UniProtKB:O42913
SPAC7D4.13c	UniProtKB:O14268
SPCC1450.10c	UniProtKB:Q9Y7N7
SPAC4A8.10	UniProtKB:O14162
SPCC970.03	UniProtKB:O74557
SPBC776.01	UniProtKB:Q92366
SPBC25H2.14	UniProtKB:P87155
SPAC25B8.19c	UniProtKB:Q9UTA1
SPAC32A11.02c	UniProtKB:Q10327
SPCC594.04c	UniProtKB:O74507
SPAC1F7.13c	UniProtKB:P08093
SPBC1921.06c	UniProtKB:Q9USX0
SPCC777.15	UniProtKB:O74553
SPAC2F3.15	UniProtKB:O14098
SPAC29A4.06c	UniProtKB:O14009
SPCC126.07c	UniProtKB:O94400
SPAC5H10.02c	UniProtKB:Q09675
SPAC17H9.08	UniProtKB:O13805
SPBC947.04	UniProtKB:Q874R4
SPAC27D7.04	UniProtKB:O42658
SPCC663.11	UniProtKB:O74517
SPBPB2B2.10c	UniProtKB:Q9HDU5
SPBC30D10.06	UniProtKB:O14352
SPAC227.17c	UniProtKB:Q9UTC2
SPBC9B6.11c	UniProtKB:Q9Y7M8
SPAC17G8.09	UniProtKB:Q10321
SPBC1703.08c	UniProtKB:Q9P7W2
SPCC584.04	UniProtKB:O74718
SPAC222.13c	UniProtKB:Q9UTE1
SPAC23A1.14c	UniProtKB:O42851
SPACUNK4.14	UniProtKB:O14079
SPBC1604.03c	UniProtKB:O94369
SPAC2F7.15	UniProtKB:Q09705
SPAC21E11.04	UniProtKB:Q09927
SPAC23H4.15	UniProtKB:O13956
SPBC2D10.15c	UniProtKB:O74806
SPAC22E12.16c	UniProtKB:Q10366
SPBC16E9.03c	UniProtKB:O14320
SPAC9G1.05	UniProtKB:O14301
SPBC1604.19c	UniProtKB:O94731
SPAC1250.01	UniProtKB:Q9UTN6
SPBC776.02c	UniProtKB:P13681
SPBC15D4.06	UniProtKB:O74311
SPAC1851.04c	UniProtKB:O42656
SPBC3H7.12	UniProtKB:O74387
SPBC21C3.04c	UniProtKB:Q9P7L9
SPACUNK4.09	UniProtKB:O14074
SPCC645.10	UniProtKB:Q9Y7U9
SPAC22F3.05c	UniProtKB:Q09767
SPCC4G3.03	UniProtKB:P87229
SPAC18B11.11	UniProtKB:Q09716
SPBC1604.09c	UniProtKB:O94375
SPBC106.15	UniProtKB:Q10132
SPBC13G1.08c	UniProtKB:O60070
SPBC18H10.14	UniProtKB:O60144
SPCC895.09c	UniProtKB:O94536
SPBC16A3.19	UniProtKB:O42924
SPAC19D5.03	UniProtKB:O13833
SPBP8B7.31	UniProtKB:O94279
SPCC74.02c	UniProtKB:O74535
SPBC336.02	UniProtKB:Q9USU2
SPAC688.10	UniProtKB:Q9P6L6
SPBC21D10.06c	UniProtKB:O74346
SPAC4H3.03c	UniProtKB:Q10211
SPAC343.18	UniProtKB:Q9UT72
SPBC56F2.08c	UniProtKB:O60059
SPBC776.13	UniProtKB:O94679
SPAC3A12.13c	UniProtKB:P87128
SPAC3F10.17	UniProtKB:Q10191
SPCC663.13c	UniProtKB:O74519
SPBC1271.07c	UniProtKB:O94340
SPCC1753.03c	UniProtKB:P36625
SPAC7D4.14c	UniProtKB:O14269
SPCC1672.06c	UniProtKB:O74429
SPAC29A4.05	UniProtKB:O14008
SPBC16A3.17c	UniProtKB:O42922
SPBP19A11.04c	UniProtKB:Q9HDV6
SPBC725.11c	UniProtKB:P24488
SPAC23D3.12	UniProtKB:Q09852
SPAC56F8.06c	UniProtKB:Q10254
SPBC543.04	UniProtKB:Q9HGM7
SPBC839.15c	UniProtKB:Q10119
SPBC19F5.01c	UniProtKB:P25009
SPAC14C4.10c	UniProtKB:O13717
SPAC4G8.11c	UniProtKB:Q09836
SPCC1322.12c	UniProtKB:O94751
SPAC8E11.06	UniProtKB:O42883
SPAC1002.12c	UniProtKB:Q9US47
SPBC18E5.01	UniProtKB:O59681
SPAC683.03	UniProtKB:Q96VG3
SPBC19C7.08c	UniProtKB:O60157
SPBPB2B2.18	UniProtKB:Q9HDT9
SPBC582.06c	UniProtKB:Q10336
SPAPB1A10.02	UniProtKB:Q9HDY7
SPAC14C4.11	UniProtKB:O13718
SPCC1393.09c	UniProtKB:O94721
SPBC1685.15c	UniProtKB:O59751
SPCC18.05c	UniProtKB:O74855
SPAC869.05c	UniProtKB:Q9URY8
SPAC1687.20c	UniProtKB:P87227
SPCC1020.03	UniProtKB:O59758
SPBC1709.13c	UniProtKB:O74738
SPAC1F12.05	UniProtKB:Q10347
SPBC1E8.03c	UniProtKB:O42968
SPBC8D2.01	UniProtKB:Q9URT9
SPBC11C11.11c	UniProtKB:Q1MTR1
SPCC188.08c	UniProtKB:Q09879
SPBC902.04	UniProtKB:Q9USP9
SPBC3B8.10c	UniProtKB:O59718
SPBC3B8.05	UniProtKB:O59713
SPBC776.12c	UniProtKB:P50582
SPAC8C9.09c	UniProtKB:O14278
SPBC31F10.05	UniProtKB:P87307
SPAC3A11.14c	UniProtKB:Q92376
SPCC1739.10	UniProtKB:O74472
SPAC12B10.08c	UniProtKB:Q10441
SPBC27B12.04c	UniProtKB:O13665
SPAC10F6.01c	UniProtKB:Q1K9C2
SPBC21.05c	UniProtKB:P15258
SPCC126.14	UniProtKB:O94406
SPBP8B7.25	UniProtKB:O94273
SPBC405.02c	UniProtKB:Q9UUM6
SPAC227.16c	UniProtKB:Q9UTC3
SPBC18E5.03c	UniProtKB:O94494
SPCC663.15c	UniProtKB:O74521
SPBC1773.06c	UniProtKB:O94564
SPCC2H8.05c	UniProtKB:Q9Y7S8
SPCC285.07c	UniProtKB:O74495
SPBC409.14c	UniProtKB:Q9UUB0
SPAC1399.03	UniProtKB:Q10279
SPAC6B12.07c	UniProtKB:O14212
SPCC285.14	UniProtKB:O74501
SPBC30B4.08	UniProtKB:Q08I43
SPAC18G6.10	UniProtKB:Q10109
SPCC576.14	UniProtKB:O74898
SPCC1183.04c	UniProtKB:O74832
SPAC3C7.01c	UniProtKB:O14127
SPAC9E9.01	UniProtKB:O14287
SPBC32H8.01c	UniProtKB:Q9C0V9
SPCC290.03c	UniProtKB:P78847
SPAC227.06	UniProtKB:Q9UTD3
SPBC1734.11	UniProtKB:O74752
SPCC4B3.05c	UniProtKB:Q9USJ5
SPAC26H5.03	UniProtKB:O13985
SPAC19A8.03	UniProtKB:O13819
SPAC3C7.10	UniProtKB:O14136
SPBC32H8.02c	UniProtKB:O13612
SPBC337.04	UniProtKB:O74815
SPBC16G5.02c	UniProtKB:O60116
SPAC17D4.03c	UniProtKB:Q9HGQ3
SPCC1739.05	UniProtKB:O74467
SPAC2G11.13	UniProtKB:Q09812
SPAC2G11.08c	UniProtKB:Q09808
SPAC521.05	UniProtKB:Q9P7B2
SPBC947.09	UniProtKB:O43084
SPAC6G10.02c	UniProtKB:O14248
SPBC29A10.16c	UniProtKB:O94391
SPBC21C3.07c	UniProtKB:Q9P7L6
SPCC4B3.16	UniProtKB:Q9USK5
SPAC16.04	UniProtKB:Q9UTH9
SPBC56F2.04	UniProtKB:O60055
SPBC23G7.17c	UniProtKB:P10839
SPBC30D10.03c	UniProtKB:O14349
SPBC1773.11c	UniProtKB:Q1MTQ5
SPAC4F10.16c	UniProtKB:O36028
SPBC26H8.14c	UniProtKB:Q9P7Z7
SPBC31E1.06	UniProtKB:O94653
SPAC343.11c	UniProtKB:Q9UT79
SPCC364.04c	UniProtKB:O59795
SPBC1861.05	UniProtKB:Q9USY1
SPAC24H6.07	UniProtKB:Q09757
SPCC1322.01	UniProtKB:Q1MTN7
SPCC338.18	UniProtKB:O74992
SPAC227.10	UniProtKB:Q9UTC9
SPCC1620.02	UniProtKB:O94409
SPBC1306.02	UniProtKB:Q9USZ0
SPBC1604.18c	UniProtKB:O94730
SPBC3D6.07	UniProtKB:P87172
SPAC4G9.15	UniProtKB:Q10245
SPAC4F10.20	UniProtKB:O36032
SPBC31F10.14c	UniProtKB:P87315
SPBC354.13	UniProtKB:O43027
SPBC12C2.06	UniProtKB:Q09747
SPBC365.20c	UniProtKB:Q9USS0
SPBC3D6.06c	UniProtKB:P87171
SPCC1450.11c	UniProtKB:P38938
SPAC1071.03c	UniProtKB:Q9UTR0
SPBC2G5.03	UniProtKB:O94282
SPCC1739.04c	UniProtKB:O74466
SPAC328.10c	UniProtKB:Q9P3T6
SPCC16C4.21	UniProtKB:A6X992
SPAC144.15c	UniProtKB:Q9UTL1
SPAC14C4.01c	UniProtKB:O13709
SPBC1105.08	UniProtKB:Q9Y819
SPBC2A9.08c	UniProtKB:Q9Y7L0
SPMIT.07	UniProtKB:P21535
SPBC32H8.08c	UniProtKB:Q96WW1
SPBC27.03	UniProtKB:Q9P6S4
SPAC977.01	UniProtKB:Q9P7U6
SPAC29B12.06c	UniProtKB:Q92368
SPACUNK4.12c	UniProtKB:O14077
SPBC3B9.10	UniProtKB:P78768
SPCC1442.01	UniProtKB:P26674
SPAPB24D3.06c	UniProtKB:Q9C0Y8
SPBC17G9.04c	UniProtKB:Q9UUE5
SPBP35G2.02	UniProtKB:Q9P7A1
SPBC19F5.03	UniProtKB:O60162
SPBC1604.13c	UniProtKB:O94379
SPAC1F3.05	UniProtKB:Q10410
SPAC1002.17c	UniProtKB:Q9US43
SPBC15D4.02	UniProtKB:O74308
SPAC323.02c	UniProtKB:Q9UT97
SPBC25D12.05	UniProtKB:Q9P804
SPBC3B9.07c	UniProtKB:O43036
SPAC20G8.05c	UniProtKB:Q09822
SPAPJ760.03c	UniProtKB:Q9P7E7
SPAC23D3.01	UniProtKB:Q09842
SPAC13C5.07	UniProtKB:Q09683
SPBC21C3.14c	UniProtKB:Q9P7L0
SPCC1494.04c	UniProtKB:O60078
SPAC4G9.06c	UniProtKB:Q10239
SPBC119.03	UniProtKB:O42898
SPCC63.11	UniProtKB:Q9Y7T7
SPBC776.18c	UniProtKB:O94684
SPBC887.04c	UniProtKB:O94289
SPCC794.01c	UniProtKB:O59812
SPBC30B4.03c	UniProtKB:O74364
SPBC32H8.11	UniProtKB:O13606
SPAC22H10.03c	UniProtKB:Q10297
SPAC17A2.14	UniProtKB:O13779
SPAC22H10.09	UniProtKB:Q10302
SPAC22F8.12c	UniProtKB:Q9UUI2
SPBC19G7.03c	UniProtKB:O42952
SPBC56F2.07c	UniProtKB:O60058
SPAC25B8.09	UniProtKB:Q9UTA9
SPCC5E4.07	UniProtKB:P36585
SPCP1E11.09c	UniProtKB:Q9UU78
SPAC977.14c	UniProtKB:Q9P7U2
SPAP27G11.09c	UniProtKB:Q9P7M9
SPAC922.05c	UniProtKB:Q9URX1
SPCC1672.05c	UniProtKB:O14055
SPBC16A3.04	UniProtKB:O42911
SPBC32F12.04	UniProtKB:P25295
SPBC14C8.13	UniProtKB:O60093
SPBC1703.04	UniProtKB:Q9P7W6
SPAC1783.03	UniProtKB:Q9US26
SPAC15E1.07c	UniProtKB:Q9UTI4
SPCC1682.12c	UniProtKB:O74442
SPAC227.02c	UniProtKB:Q9UTD7
SPAC1D4.06c	UniProtKB:P36615
SPBC18E5.09c	UniProtKB:O94499
SPAC29A4.15	UniProtKB:O14018
SPCC553.06	UniProtKB:O74943
SPAC15F9.03c	UniProtKB:Q10100
SPCC16A11.07	UniProtKB:Q9USM9
SPBC16C6.04	UniProtKB:O42928
SPBC3H7.03c	UniProtKB:O74378
SPCC18.07	UniProtKB:O74857
SPAC6F12.02	UniProtKB:P78871
SPAC4F10.05c	UniProtKB:O36017
SPCC61.02	UniProtKB:O14311
SPBC36B7.06c	UniProtKB:Q9HGN4
SPBC8E4.05c	UniProtKB:O42889
SPAC11E3.14	UniProtKB:O13693
SPCC576.02	UniProtKB:O74886
SPAC29B12.12	UniProtKB:O14033
SPAC29A4.02c	UniProtKB:P40921
SPAC17G6.04c	UniProtKB:O13782
SPAC824.02	UniProtKB:Q9UT41
SPCC1682.07	UniProtKB:O74995
SPAC167.01	UniProtKB:O94537
SPAC212.02	UniProtKB:Q9HGQ0
SPAC25G10.02	UniProtKB:Q10423
SPBC21H7.05	UniProtKB:O60174
SPBC1709.12	UniProtKB:O74737
SPAC25H1.05	UniProtKB:O13980
SPBC1347.07	UniProtKB:O94626
SPBC1709.19c	UniProtKB:Q9UUB8
SPAC17A2.02c	UniProtKB:O13752
SPBC28F2.10c	UniProtKB:Q9USU8
SPAC959.10	UniProtKB:Q7LKV3
SPCC1223.04c	UniProtKB:O74405
SPBC1709.14	UniProtKB:O74739
SPAC31G5.04	UniProtKB:O14104
SPAC2F3.16	UniProtKB:O14099
SPCC320.14	UniProtKB:O59791
SPAC2F7.06c	UniProtKB:Q09693
SPBC56F2.11	UniProtKB:O60062
SPAC823.14	UniProtKB:Q9P6N2
SPBC32F12.15	UniProtKB:Q9HDW3
SPAC22F3.12c	UniProtKB:Q09777
SPAC4F10.11	UniProtKB:O36023
SPCC1672.03c	UniProtKB:O14057
SPAC4D7.07c	UniProtKB:O14173
SPAC29B12.07	UniProtKB:O14029
SPAC11D3.06	UniProtKB:Q10085
SPBC56F2.10c	UniProtKB:O60061
SPAC13A11.04c	UniProtKB:Q09738
SPAC688.11	UniProtKB:Q9P6L5
SPAC630.14c	UniProtKB:Q9UUG8
SPCC1620.11	UniProtKB:O94418
SPAC57A10.03	UniProtKB:P87051
SPCC18.12c	UniProtKB:O74862
SPBC2A9.10	UniProtKB:Q9Y7L2
SPBC30B4.01c	UniProtKB:P87179
SPAC4F10.15c	UniProtKB:O36027
SPAC31A2.10	UniProtKB:Q09721
SPAC29A4.16	UniProtKB:O14019
SPAC7D4.11c	UniProtKB:O14266
SPCC4B3.07	UniProtKB:Q9USJ7
SPCC576.04	UniProtKB:O74888
SPAC2G11.02	UniProtKB:Q09804
SPAC4D7.11	UniProtKB:O14175
SPBC651.02	UniProtKB:O94660
SPBC215.05	UniProtKB:P21696
SPBC1703.10	UniProtKB:P11620
SPAC29E6.03c	UniProtKB:Q09857
SPBC17A3.07	UniProtKB:P78965
SPBC12C2.03c	UniProtKB:Q09744
SPBC725.01	UniProtKB:O94320
SPBC354.01	UniProtKB:P32235
SPBC428.07	UniProtKB:O94356
SPAC2C4.17c	UniProtKB:O14050
SPAC22A12.04c	UniProtKB:O14469
SPAC17A5.10	UniProtKB:O13772
SPBC21D10.08c	UniProtKB:O74348
SPBC32H8.09	UniProtKB:Q96WW0
SPAC3H5.07	UniProtKB:P25457
SPAC589.08c	UniProtKB:Q9HDZ6
SPAC3G6.10c	UniProtKB:O14146
SPBC36.03c	UniProtKB:O59700
SPBC29B5.03c	UniProtKB:P78946
SPBC725.10	UniProtKB:O94327
SPCC1259.03	UniProtKB:O94703
SPAC6B12.15	UniProtKB:Q10281
SPAC1639.02c	UniProtKB:Q10065
SPAC3F10.04	UniProtKB:P35669
SPBC1677.02	UniProtKB:O94633
SPBC16E9.06c	UniProtKB:Q12238
SPBPB2B2.19c	UniProtKB:Q9P3V8
SPAC16E8.18	UniProtKB:O13746
SPAC1F8.05	UniProtKB:P40899
SPAC17H9.07	UniProtKB:O13804
SPBC8D2.20c	UniProtKB:O13637
SPBC1861.04c	UniProtKB:Q9USY2
SPAC8F11.02c	UniProtKB:Q9UT33
SPBC1271.02	UniProtKB:O94335
SPBC1198.08	UniProtKB:Q9P6I2
SPBC1734.10c	UniProtKB:O74751
SPAC1A6.10	UniProtKB:O13861
SPBC31A8.01c	UniProtKB:P53694
SPCC285.03	UniProtKB:Q76PD3
SPBC11C11.10	UniProtKB:O59721
SPBC29A3.11c	UniProtKB:O59674
SPAC31G5.05c	UniProtKB:O14105
SPAC1F8.03c	UniProtKB:Q92341
SPCC1322.10	UniProtKB:O94549
SPAC22F8.11	UniProtKB:P40977
SPAC1F12.10c	UniProtKB:Q10352
SPBC19F5.02c	UniProtKB:O60161
SPBC1A4.01	UniProtKB:O42971
SPAC1002.15c	UniProtKB:Q9US45
SPAC16E8.08	UniProtKB:O13743
SPBC16A3.02c	UniProtKB:O42909
SPAC17A2.03c	UniProtKB:O13753
SPAC343.05	UniProtKB:P31406
SPAC890.05	UniProtKB:Q9URX9
SPAC18B11.10	UniProtKB:Q09715
SPAC1D4.14	UniProtKB:Q09779
SPAC13G6.02c	UniProtKB:Q09781
SPAC14C4.02c	UniProtKB:O13710
SPBC543.06c	UniProtKB:Q9HGM5
SPAC13A11.03	UniProtKB:Q09739
SPBC365.05c	UniProtKB:Q9Y7Y2
SPAC16A10.04	UniProtKB:Q874R1
SPCC663.12	UniProtKB:O74518
SPAC821.09	UniProtKB:Q9UT45
SPBC56F2.03	UniProtKB:O60054
SPAC1D4.05c	UniProtKB:Q10151
SPBC21B10.05c	UniProtKB:O74184
SPBC557.02c	UniProtKB:Q9USS4
SPBC106.05c	UniProtKB:Q9URV6
SPAC19G12.12	UniProtKB:O13851
SPBC21C3.19	UniProtKB:Q9P7K6
SPBC14C8.14c	UniProtKB:O60094
SPBC29A10.09c	UniProtKB:O94386
SPBC15D4.05	UniProtKB:O74310
SPBC337.08c	UniProtKB:P0C014
SPCC736.04c	UniProtKB:Q09174
SPBC365.12c	UniProtKB:Q9Y7X6
SPCC191.08	UniProtKB:Q9Y7Q1
SPAC2F3.05c	UniProtKB:O14088
SPCC794.10	UniProtKB:O59819
SPAC9E9.09c	UniProtKB:O14293
SPBC17A3.09c	UniProtKB:O13629
SPAC869.03c	UniProtKB:Q9URY6
SPCC548.03c	UniProtKB:Q9P3V0
SPBC3B9.21	UniProtKB:Q9P805
SPBC14F5.02	UniProtKB:O60099
SPBC887.05c	UniProtKB:O94290
SPBC30B4.02c	UniProtKB:O74363
SPAC12G12.02	UniProtKB:Q09867
SPBC106.01	UniProtKB:O94235
SPAC6G10.05c	UniProtKB:O14251
SPCC1259.11c	UniProtKB:O94711
SPBC16G5.06	UniProtKB:O60120
SPBC1604.06c	UniProtKB:O94372
SPAC20H4.11c	UniProtKB:Q9HE04
SPACUNK4.08	UniProtKB:O14073
SPAC15E1.06	UniProtKB:Q9UTI5
SPAC4G9.11c	UniProtKB:Q10241
SPAC20H4.10	UniProtKB:Q9HE05
SPBC887.15c	UniProtKB:O94298
SPAC11D3.17	UniProtKB:Q10096
SPAPB15E9.02c	UniProtKB:Q8TFG8
SPBC3B9.11c	UniProtKB:O43040
SPCC132.01c	UniProtKB:Q9USN8
SPBC428.04	UniProtKB:O94353
SPAC1639.01c	UniProtKB:Q7LKX0
SPBC337.15c	UniProtKB:O74826
SPBC13E7.11	UniProtKB:O14364
SPAPB1E7.07	UniProtKB:Q9C102
SPBC32H8.10	UniProtKB:Q96WV9
SPAC3C7.03c	UniProtKB:O14129
SPBC887.19	UniProtKB:O94302
SPCC364.01	UniProtKB:O59792
SPAC14C4.06c	UniProtKB:O13713
SPCC553.11c	UniProtKB:O74948
SPAC3A12.14	UniProtKB:P05933
SPAC6G9.16c	UniProtKB:Q92361
SPAC2C4.13	UniProtKB:O14046
SPAC607.02c	UniProtKB:Q9US15
SPCC663.01c	UniProtKB:O74511
SPAPB1A10.03	UniProtKB:Q9HDY6
SPBC577.06c	UniProtKB:Q9USR3
SPAC23H3.12c	UniProtKB:O13942
SPBC336.03	UniProtKB:Q9USU1
SPAC25H1.04	UniProtKB:O13979
SPBC337.03	UniProtKB:O74814
SPBC14C8.05c	UniProtKB:O60087
SPAC10F6.11c	UniProtKB:O42651
SPAC806.08c	UniProtKB:Q9UT52
SPBC1604.08c	UniProtKB:O94374
SPBC12C2.05c	UniProtKB:Q09746
SPBC8D2.03c	UniProtKB:P09322
SPAC2F7.04	UniProtKB:Q09696
SPAC16E8.05c	UniProtKB:O13740
SPAC19A8.04	UniProtKB:O13820
SPBC21C3.18	UniProtKB:Q9UQY9
SPCC61.03	UniProtKB:O94347
SPAC2F7.07c	UniProtKB:Q09698
SPAC17H9.20	UniProtKB:O13816
SPAC26H5.04	UniProtKB:O13986
SPAC631.01c	UniProtKB:Q9HGP5
SPBC19F8.03c	UniProtKB:O60167
SPAC6G10.11c	UniProtKB:P0C016
SPAC22H12.03	UniProtKB:O94437
SPBC428.15	UniProtKB:O94362
SPBC902.06	UniProtKB:Q9USP7
SPBC1604.07	UniProtKB:O94373
SPAC328.03	UniProtKB:P40387
SPBC19G7.10c	UniProtKB:O42958
SPCC645.08c	UniProtKB:Q9Y7U7
SPAC23A1.09	UniProtKB:O42847
SPAC4G9.14	UniProtKB:Q10244
SPBC365.04c	UniProtKB:Q9Y7Y3
SPBC11G11.01	UniProtKB:Q9USZ8
SPAC29B12.10c	UniProtKB:O14031
SPBC36B7.07	UniProtKB:Q9HGN3
SPBC216.02	UniProtKB:Q9Y7J9
SPCC16A11.08	UniProtKB:Q9USM8
SPBC30D10.11	UniProtKB:O14357
SPMIT.08	UniProtKB:P21547
SPBC1711.15c	UniProtKB:Q9P776
SPBC1271.12	UniProtKB:O74178
SPBC26H8.11c	UniProtKB:O74793
SPBP8B7.26	UniProtKB:O94274
SPAC31A2.06	UniProtKB:Q09726
SPAC1783.02c	UniProtKB:Q9US27
SPAC977.05c	UniProtKB:Q9P7U4
SPAC1399.02	UniProtKB:Q9HE13
SPAC1687.06c	UniProtKB:O14069
SPAC20H4.09	UniProtKB:Q9HE06
SPAC1486.09	UniProtKB:Q9UTK0
SPAC19G12.02c	UniProtKB:P54280
SPAC17H9.12c	UniProtKB:O13809
SPAC3H5.05c	UniProtKB:O14150
SPAC630.09c	UniProtKB:Q9UUH3
SPAC23C11.04c	UniProtKB:O13911
SPBC18H10.18c	UniProtKB:O60148
SPAC513.01c	UniProtKB:O14460
SPBC13E7.02	UniProtKB:Q9P6R8
SPBC1711.10c	UniProtKB:Q9P780
SPAC4G8.06c	UniProtKB:Q09832
SPAC12B10.04	UniProtKB:Q10438
SPBC29A3.04	UniProtKB:O13672
SPCC1672.04c	UniProtKB:O14056
SPAC823.09c	UniProtKB:Q9P6N7
SPCC1393.07c	UniProtKB:O94719
SPAC23H3.11c	UniProtKB:O13941
SPAC18B11.09c	UniProtKB:Q09707
SPAC26A3.15c	UniProtKB:Q10168
SPCC320.09	UniProtKB:O59786
SPAC458.03	UniProtKB:Q9P3W5
SPCC63.08c	UniProtKB:Q9Y7T4
SPBC18E5.11c	UniProtKB:O94752
SPAC30D11.06c	UniProtKB:Q09906
SPAC9G1.07	UniProtKB:O14303
SPAC23G3.01	UniProtKB:Q02061
SPAC23H4.09	UniProtKB:Q09184
SPBC1289.05c	UniProtKB:O74174
SPBC2F12.14c	UniProtKB:O14344
SPAC750.08c	UniProtKB:Q9P3E3
SPAC20G4.08	UniProtKB:O13892
SPAC2C4.04c	UniProtKB:O14037
SPAC24H6.06	UniProtKB:Q09761
SPCC622.09	UniProtKB:P04913
SPAC16A10.08c	UniProtKB:P87299
SPAC977.11	UniProtKB:Q9UTS8
SPCC338.11c	UniProtKB:P40389
SPAC1687.09	UniProtKB:O14066
SPAC17C9.10	UniProtKB:Q10482
SPAC25B8.08	UniProtKB:Q9UTB0
SPBC16C6.05	UniProtKB:O42929
SPAC3A12.11c	UniProtKB:P87126
SPAC212.03	UniProtKB:Q9HGP9
SPCPB16A4.05c	UniProtKB:Q96WV0
SPCC613.07	UniProtKB:O74906
SPAC11E3.10	UniProtKB:O13689
SPBC25D12.06	UniProtKB:O74356
SPCC825.02	UniProtKB:Q9USH8
SPAPJ760.02c	UniProtKB:Q9P7E8
SPBC215.03c	UniProtKB:O94308
SPBPB21E7.05	UniProtKB:Q8NIL4
SPAC222.09	UniProtKB:Q9UTE3
SPAC922.03	UniProtKB:Q9URX3
SPCC1795.01c	UniProtKB:O59767
SPCP20C8.01c	UniProtKB:Q9HDT8
SPBP8B7.11	UniProtKB:O94260
SPAC13G6.01c	UniProtKB:P36607
SPAC22G7.08	UniProtKB:Q09792
SPBC29B5.02c	UniProtKB:P40900
SPBC17A3.03c	UniProtKB:Q9UUF3
SPBC2G2.14	UniProtKB:O43013
SPBC23E6.09	UniProtKB:O60184
SPAC17G6.12	UniProtKB:O13790
SPBC119.02	UniProtKB:P46595
SPCC70.08c	UniProtKB:O74529
SPBP23A10.16	UniProtKB:Q9P7X0
SPAC664.02c	UniProtKB:Q9US07
SPAC6F6.09	UniProtKB:O14240
SPAC29B12.13	UniProtKB:O14034
SPAC17A5.06	UniProtKB:O13768
SPAC29B12.08	UniProtKB:O14030
SPBC25H2.03	UniProtKB:P87145
SPAC23H3.07c	UniProtKB:O42859
SPBC17A3.08	UniProtKB:Q9UUF1
SPCC645.11c	UniProtKB:Q9Y7V0
SPAC29A4.07	UniProtKB:O14010
SPAC20G4.07c	UniProtKB:P36209
SPAC222.10c	UniProtKB:Q10951
SPAC1B3.04c	UniProtKB:O13869
SPBC3B8.08	UniProtKB:O59716
SPAC3A12.10	UniProtKB:P05732
SPBC1271.08c	UniProtKB:O94341
SPBC21H7.04	UniProtKB:O60173
SPBC3B9.22c	UniProtKB:Q50HP4
SPBC1A4.08c	UniProtKB:O74341
SPAC57A7.06	UniProtKB:P87137
SPBC11B10.02c	UniProtKB:P36605
SPBC409.05	UniProtKB:Q9Y709
SPAC869.02c	UniProtKB:Q9URY5
SPAC23A1.19c	UniProtKB:O13983
SPAC1296.04	UniProtKB:O94611
SPAC17D4.04	UniProtKB:Q9HGQ2
SPBC19C2.12	UniProtKB:Q9UUC8
SPCC663.03	UniProtKB:P36619
SPAC22F8.10c	UniProtKB:Q9UUI3
SPBC20F10.05	UniProtKB:O42975
SPBC2D10.03c	UniProtKB:O74797
SPBC15D4.03	UniProtKB:O74309
SPBC16C6.08c	UniProtKB:O42932
SPCC1494.02c	UniProtKB:O60076
SPAC8C9.16c	UniProtKB:O14284
SPBC11B10.03	UniProtKB:Q96WW5
SPAPB24D3.04c	UniProtKB:Q92383
SPAC11D3.05	UniProtKB:Q10084
SPAC343.07	UniProtKB:Q9UT83
SPBC1778.02	UniProtKB:Q96TL7
SPCC18.08	UniProtKB:O74858
SPBC18A7.02c	UniProtKB:Q9Y7Y9
SPAC922.07c	UniProtKB:Q9URW9
SPCC4G3.16	UniProtKB:P87241
SPAC2G11.14	UniProtKB:Q09813
SPAC1250.04c	UniProtKB:Q9UTN9
SPAC23A1.12c	UniProtKB:O42849
SPBC25B2.02c	UniProtKB:P78966
SPBC428.01c	UniProtKB:Q10331
SPBC30D10.14	UniProtKB:O14359
SPCC1442.05c	UniProtKB:O94578
SPCC1393.08	UniProtKB:O94720
SPAC25B8.12c	UniProtKB:Q9UTA6
SPCC1442.08c	UniProtKB:O94581
SPBC31E1.02c	UniProtKB:O59868
SPCC970.05	UniProtKB:Q92365
SPAC16C9.01c	UniProtKB:Q09839
SPBC25B2.10	UniProtKB:O74782
SPAC15A10.11	UniProtKB:O13731
SPCC1259.10	UniProtKB:O94710
SPBC29A3.15c	UniProtKB:O59677
SPBC146.12	UniProtKB:Q9Y7Z9
SPBC725.15	UniProtKB:O94331
SPBC359.03c	UniProtKB:Q9P5N2
SPAC7D4.04	UniProtKB:O14261
SPBC4F6.07c	UniProtKB:O74393
SPBC16G5.05c	UniProtKB:O60119
SPBC2G5.05	UniProtKB:Q9URM2
SPAC17G8.01c	UniProtKB:Q10313
SPAC6B12.05c	UniProtKB:O14210
SPBC11B10.09	UniProtKB:P04551
SPCC306.05c	UniProtKB:Q9Y7R5
SPAC6B12.06c	UniProtKB:O14211
SPBC4B4.12c	UniProtKB:O74973
SPAC1B3.08	UniProtKB:O13873
SPAC3A11.09	UniProtKB:O14123
SPBC12C2.04	UniProtKB:Q09745
SPBC19G7.09	UniProtKB:O42957
SPAC13G7.04c	UniProtKB:Q10268
SPBC1734.04	UniProtKB:O74745
SPAC10F6.12c	UniProtKB:P87014
SPBC6B1.06c	UniProtKB:Q11119
