SPAC22H10.13	YOR031W
SPAC2C4.10C	NONE
SPAC2C4.09	YFL046W
SPAC2C4.08	YCL036W|YDR514C
SPAC2C4.07C	NONE
SPAC2C4.06C	YNL022C
SPAC2C4.05	YBR210W|YGL054C
SPAC2C4.04C	YKR074W
SPAC29E6.10C	YNL091W
SPAC29E6.09	NONE
SPAC29E6.07	NONE
SPAC29E6.06C	YNL247W
SPAC29E6.05C	YER042W
SPAC29B12.14C	YBL042C|YBR021W|YIR028W
SPAC29B12.13	NONE
SPAC29B12.12	YKL084W
SPAC29B12.11C	NONE
SPAC29B12.10C	YJL212C|YPR194C
SPAC29B12.08	NONE
SPAC29B12.05C	YNL063W
SPAC29B12.01	YGL150C
SPAC29A4.20	YPL086C
SPAC29A4.19C	YOR291W
SPAC29A4.17C	YAL008W
SPAC29A4.15	YDR023W
SPAC29A4.14C	YDR329C
SPAC29A4.13	NONE
SPAC29A4.12C	NONE
SPAC29A4.09	YDR412W
SPAC29A4.06C	NONE
SPAC29A4.04C	YLR175W
SPAC29A4.03C	YBR146W
SPAC29A4.02C	YGR201C|YKL081W|YPL048W
SPAC27F1.10	NONE
SPAC27F1.07	YJL002C
SPAC27F1.06C	YLR449W|YML074C
SPAC27F1.05C	YGR019W
SPAC27F1.03C	YJR099W
SPAC27E2.13	NONE
SPAC27E2.12	NONE
SPAC27E2.11C	NONE
SPAC27E2.06C	YGR171C
SPAC27E2.04C	NONE
SPAC27E2.03C	YBR025C|YHL014C
SPAC27E2.02	YCR059C
SPAC27E2.01	NONE
SPAC27D7.11C	NONE
SPAC27D7.10C	NONE
SPAC27D7.09C	NONE
SPAC27D7.08C	NONE
SPAC27D7.06	YPR004C
SPAC27D7.02C	YLR309C
SPAC26H5.13C	YDR367W
SPAC26H5.12	YFL036W
SPAC26H5.11	YDR104C
SPAC26H5.09C	YMR315W
SPAC26H5.07C	YHL017W|YKL039W
SPAC26H5.05	YIR033W|YKL020C
SPAC26H5.04	YIL017C
SPAC26H5.03	YML102W
SPAC26H5.02C	YNL218W
SPAC26F1.14C	YNR074C
SPAC26F1.13C	YPL160W
SPAC26F1.12C	YGR187C
SPAC26F1.11	NONE
SPAC26F1.09	YMR192W|YPL249C
SPAC26F1.08C	YDL231C
SPAC26F1.07	YDR368W|YOR120W
SPAC26F1.05	NONE
SPAC26F1.04C	YBR026C
SPAC26F1.02	NONE
SPAC26A3.17C	YDR465C
SPAC26A3.14C	YIL156W-B
SPAC26A3.11	YLR351C
SPAC26A3.10	NONE
SPAC26A3.09C	YPL115C
SPAC26A3.06	YCR047C
SPAC25H1.08C	NONE
SPAC25H1.07	YCL045C
SPAC25H1.06	NONE
SPAC25H1.04	NONE
SPAC25G10.09C	YBL047C|YIR006C
SPAC25G10.08	YOR361C
SPAC25G10.01	NONE
SPAC25B8.19C	NONE
SPAC25B8.18	YKR049C
SPAC25B8.17	YKL100C
SPAC25B8.16	YNL221C
SPAC25B8.15C	YGL050W
SPAC25B8.12C	NONE
SPAC25B8.11	YIR023W
SPAC25B8.10	YER175C|YHR209W
SPAC25B8.09	YER175C|YHR209W
SPAC25B8.08	YPR090W
SPAC25B8.07C	YML030W
SPAC25B8.06C	YHR011W
SPAC25B8.05	YFL001W
SPAC25B8.04C	YLR203C
SPAC25B8.03	YNL169C
SPAC25B8.02	YIL084C
SPAC25B8.01	YPL170W
SPAC25A8.03C	YKL162C
SPAC25A8.02	NONE
SPAC24H6.13	YMR266W|YOL084W
SPAC24H6.11C	YGR125W
SPAC24H6.10C	YBR249C|YDR035W
SPAC24H6.08	NONE
SPAC24H6.02C	YNL310C
SPAC24H6.01C	YGL084C|YPL189W
SPAC24C9.12C	YLR058C
SPAC24C9.11	YLR336C
SPAC24C9.09	YKL194C
SPAC24C9.08	YJL172W
SPAC24C9.06C	YLR304C
SPAC24C9.05C	NONE
SPAC24C9.04	NONE
SPAC24C9.03	YNR043W
SPAC24C9.02C	YKL087C
SPAC24B11.14	NONE
SPAC24B11.13	YDL205C
SPAC24B11.12C	YDR093W
SPAC24B11.10C	YBL061C|YDL203C|YER096W
SPAC24B11.09	YGR243W|YHR162W
SPAC24B11.08C	YAL042W|YML067C
SPAC24B11.07C	YDR251W|YPL032C
SPAC24B11.05	YER037W|YGL224C
SPAC23H4.16C	NONE
SPAC23H4.15	YDL060W
SPAC23H4.13C	NONE
SPAC23H4.11C	NONE
SPAC23H4.08	YDL115C
SPAC23H4.05C	NONE
SPAC23H4.04	YDL033C
SPAC23H4.01C	YAR042W|YDL019C|YHR073W
SPAC23H3.15C	NONE
SPAC23H3.14	YLR114C
SPAC23H3.12C	YDL183C
SPAC23H3.11C	YGR143W|YPR159W
SPAC23H3.09C	YEL046C
SPAC23H3.07C	YPR166C
SPAC23H3.04	NONE
SPAC23H3.03C	YEL062W
SPAC23G3.12C	YNL123W
SPAC23G3.08C	YIL156W
SPAC23G3.06	YOR310C
SPAC23G3.05C	YOR301W
SPAC23G3.04	NONE
SPAC23D3.13C	YNL297C
SPAC23D3.12	YML123C
SPAC23D3.11	YIL124W
SPAC23D3.08	NONE
SPAC23D3.07	YOR157C
SPAC23D3.03C	NONE
SPAC23D3.01	YLR455W
SPAC23C4.17	YBL024W
SPAC23C4.09C	YMR074C
SPAC23C4.06C	NONE
SPAC23C4.05C	NONE
SPAC23C4.04C	NONE
SPAC23C4.03	YBL009W|YGL021W
SPAC23C11.17	YOL027C|YPR125W
SPAC23C11.10	NONE
SPAC23C11.09	YOR335C
SPAC23C11.07	NONE
SPAC23C11.06C	YNL115C
SPAC23C11.05	YBR011C|YMR267W
SPAC23C11.03	YJR002W
SPAC23C11.01	YIL090W
SPAC23A1.19C	YDR291W
SPAC23A1.18C	YPL118W
SPAC23A1.17	YJL020C
SPAC23A1.16C	YER139C
SPAC23A1.15C	YDR498C
SPAC23A1.14C	YHR112C
SPAC23A1.12C	YLR060W
SPAC23A1.09	NONE
SPAC23A1.07	NONE
SPAC23A1.05	NONE
SPAC23A1.02C	YIL039W
SPAC22H12.05C	YLR001C
SPAC22H12.03	YGR015C|YGR031W
SPAC22H12.01C	NONE
SPAC22H10.11C	NONE
SPAC22H10.09	NONE
SPAC22H10.08	NONE
SPAC22H10.06C	NONE
SPAC22H10.05C	YOR250C
SPAC22H10.04	YNR032W
SPAC22H10.02	NONE
SPAC22G7.11C	NONE
SPAC22G7.10	YJR093C
SPAC22G7.07C	YGL192W
SPAC22G7.05	YNL308C
SPAC22G7.04	YGL094C
SPAC22G7.03	NONE
SPAC22G7.01C	YLL029W
SPAC22F8.12C	NONE
SPAC22F8.08	YIL109C|YNL049C
SPAC22F8.05	YML100W|YMR261C
SPAC22F8.04	NONE
SPAC22F8.03C	NONE
SPAC22F3.11C	YDL098C
SPAC22F3.08C	YGL171W
SPAC22F3.06C	YBL022C
SPAC22F3.04	YOR093C
SPAC22E12.19	YCR033W
SPAC22E12.18	YLR287C
SPAC22E12.15	NONE
SPAC22E12.12	NONE
SPAC22E12.03C	NONE
SPAC22E12.02	NONE
SPAC22E12.01	YML038C
SPAC22A12.17C	NONE
SPAC22A12.16	NONE
SPAC22A12.14C	YDR068W
SPAC22A12.13	YDR437W
SPAC22A12.12C	YOL142W
SPAC22A12.10	YHR123W|YNL130C
SPAC22A12.06C	YMR222C|YOR280C
SPAC22A12.02C	NONE
SPAC227.17C	YDR512C
SPAC227.16C	YOL146W
SPAC227.15	YDR028C
SPAC227.14	YNL129W
SPAC227.12	YPR178W
SPAC227.11C	YDR057W
SPAC227.10	YEL003W
SPAC227.09	YKL132C|YMR113W
SPAC227.06	YGL161C
SPAC227.05	YNL153C
SPAC227.04	NONE
SPAC227.03C	YEL006W|YIL006W
SPAC227.02C	YPR143W
SPAC227.01C	YDR414C
SPAC222.17C	NONE
SPAC222.14C	YOR165W
SPAC222.13C	YIL107C
SPAC222.08C	YFL060C|YMR095C|YNL334C
SPAC222.05C	YMR023C
SPAC21E11.07	YJR122W
SPAC212.08C	NONE
SPAC212.04C	NONE
SPAC212.03	NONE
SPAC212.02	NONE
SPAC212.01C	NONE
SPAC20H4.09	NONE
SPAC20H4.08	YOR043W
SPAC20H4.06C	NONE
SPAC20H4.05C	YJR024C
SPAC20H4.04	YIR002C
SPAC20H4.02	YOR223W
SPAC20H4.01	YDR398W
SPAC20G8.10C	YPL120W
SPAC20G8.09C	YNL132W
SPAC20G8.07C	YMR202W
SPAC20G8.06	YCR093W
SPAC20G8.04C	YOR356W
SPAC20G8.02	YOR022C
SPAC20G4.08	NONE
SPAC20G4.05C	YPL222W
SPAC20G4.01	YFL028C
SPAC1F8.08	NONE
SPAC1F8.07C	NONE
SPAC1F8.04C	NONE
SPAC1F8.02C	NONE
SPAC1F7.11C	NONE
SPAC1F7.10	YIR030C
SPAC1F7.09C	YIR029W
SPAC1F7.06	YDR533C|YMR322C|YOR391C|YPL280W
SPAC1F7.02C	YMR290C
SPAC1F5.11C	YHR099W
SPAC1F5.10	YDR021W
SPAC1F5.06	YKL073W
SPAC1F5.05C	NONE
SPAC1F5.03C	YHR009C
SPAC1F5.02	YCL043C|YDR518W
SPAC1F3.10C	YKL134C
SPAC1F3.09	YGR093W
SPAC1F3.08C	NONE
SPAC1F3.05	YDR358W|YHR108W
SPAC1F3.04C	YOR006C
SPAC1F3.03	YBL106C|YPR032W
SPAC1F3.01	YOR001W
SPAC1F12.10C	YMR073C
SPAC1F12.08	YGR277C
SPAC1F12.07	YOR184W
SPAC1F12.06C	NONE
SPAC1F12.05	YOR322C
SPAC1F12.04C	NONE
SPAC1F12.03C	NONE
SPAC1D4.14	YNL139C
SPAC1D4.10	YKR079C
SPAC1D4.09C	NONE
SPAC1D4.08	YPR113W
SPAC1D4.07C	NONE
SPAC1D4.05C	YDR414C
SPAC1D4.03C	YGL124C
SPAC1D4.02C	YDR517W
SPAC1D4.01	NONE
SPAC1B9.03C	YDR312W|YHR066W
SPAC1B3.20	NONE
SPAC1B3.18C	YNL306W
SPAC1B3.15C	NONE
SPAC1B3.13	YPL126W
SPAC1B3.10C	NONE
SPAC1B3.09C	YOR206W
SPAC1B3.08	YJR084W
SPAC1B3.06C	NONE
SPAC1B3.05	YIL038C|YPR072W
SPAC1B3.04C	YLR289W
SPAC1B3.02C	YKL160W
SPAC1B3.01C	YHR128W
SPAC1B2.03C	YCR034W|YJL196C|YLR372W
SPAC1B1.04C	YKL025C
SPAC1B1.02C	YEL041W|YJR049C
SPAC1B1.01	NONE
SPAC1A6.11	NONE
SPAC1A6.10	YHR003C|YKL027W
SPAC1A6.08C	NONE
SPAC1A6.07	NONE
SPAC1A6.05C	YKR089C|YOR081C
SPAC1A6.03C	YMR006C|YMR008C|YOL011W
SPAC1A6.02	YPR169W
SPAC1A6.01C	YKR023W
SPAC19G12.16C	NONE
SPAC19G12.13C	NONE
SPAC19G12.11	YLR201C
SPAC19G12.09	YDL124W
SPAC19G12.08	YMR272C
SPAC19G12.05	YBR291C
SPAC19G12.04	YIR032C
SPAC19D5.10C	NONE
SPAC19D5.07	YGR019W
SPAC19D5.05C	YHR148W
SPAC19D5.02C	YAL055W
SPAC19B12.11C	YLR074C
SPAC19B12.10	NONE
SPAC19B12.08	YNL223W
SPAC19B12.07C	NONE
SPAC19B12.06C	YPL246C
SPAC19B12.02C	YLR343W|YMR215W|YMR307W|YOL030W|YOL132W
SPAC19B12.01	YNL313C
SPAC19A8.14	YBL057C
SPAC19A8.13	YIL061C
SPAC19A8.11C	NONE
SPAC19A8.10	NONE
SPAC19A8.09	YER074W-A
SPAC19A8.07C	YNL075W
SPAC19A8.06	YNL181W
SPAC19A8.03	YJR110W
SPAC19A8.02	YHR155W|YNL257C
SPAC1952.17C	NONE
SPAC1952.14C	YGR076C
SPAC1952.10C	NONE
SPAC1952.09C	YBL015W
SPAC1952.08C	YLR456W|YPR172W
SPAC1952.06C	NONE
SPAC1952.04C	NONE
SPAC1952.03	YHL013C
SPAC1952.02	YGR280C|YMR269W
SPAC1952.01	YLR459W
SPAC18G6.13	NONE
SPAC18G6.12C	NONE
SPAC18G6.10	YDR458C|YML034W
SPAC18G6.09C	NONE
SPAC18G6.06	YKL099C
SPAC18G6.05C	YGL195W
SPAC18G6.01C	YHR198C|YHR199C
SPAC18B11.11	NONE
SPAC18B11.09C	YJL218W
SPAC18B11.08C	YPR063C
SPAC18B11.06	YER127W
SPAC18B11.03C	YGR212W
SPAC18B11.02C	YDL036C
SPAC186.09	NONE
SPAC186.08C	NONE
SPAC186.07C	NONE
SPAC186.06	YHR029C
SPAC186.05C	YBR187W
SPAC186.03	YLR155C|YLR157C|YLR158C|YLR160C
SPAC186.02C	NONE
SPAC186.01	NONE
SPAC1851.04C	YLR039C
SPAC1851.02	YDL052C
SPAC1834.10C	NONE
SPAC1834.09	NONE
SPAC1805.16C	YLR209C
SPAC1805.14	NONE
SPAC1805.10	NONE
SPAC1805.03C	YOL125W
SPAC1805.02C	YGR207C
SPAC1805.01C	YAL017W|YOL045W
SPAC17H9.18C	NONE
SPAC17H9.14C	YOL088C
SPAC17H9.13C	YDR300C|YHR033W
SPAC17H9.12C	YKL150W
SPAC17H9.11	YDR063W
SPAC17H9.08	YHR002W
SPAC17H9.07	YKL122C
SPAC17H9.06C	NONE
SPAC17H9.04C	YDL167C
SPAC17H9.02	YJL050W
SPAC17G8.12	NONE
SPAC17G8.11C	YBR161W|YPL057C
SPAC17G8.08C	YBR187W
SPAC17G8.07	YNL107W
SPAC17G8.06C	YJR016C
SPAC17G8.05	NONE
SPAC17G8.02	YDR400W
SPAC17G8.01C	YJL087C
SPAC17G6.15C	YOR271C
SPAC17G6.11C	YGR143W|YPR159W
SPAC17G6.07C	YGL098W
SPAC17G6.05C	YPL084W
SPAC17G6.03	YHR202W
SPAC17G6.02C	YER185W|YGR213C|YLR046C|YOR049C
SPAC17D4.04	YBL024W
SPAC17D4.03C	YDR205W
SPAC17C9.16C	YPR156C
SPAC17C9.15C	NONE
SPAC17C9.14	YDL065C
SPAC17C9.12	YBL091C-A|YER120W
SPAC17C9.11C	NONE
SPAC17A5.16	NONE
SPAC17A5.15C	YGL245W
SPAC17A5.13	YGR267C
SPAC17A5.10	YGR268C
SPAC17A5.09C	YMR311C
SPAC17A5.08	YAL007C|YDL018C|YOR016C
SPAC17A5.05C	NONE
SPAC17A5.01	YNL329C
SPAC17A2.15	NONE
SPAC17A2.14	YKL064W|YOL130W
SPAC17A2.12	YOR191W
SPAC17A2.11	NONE
SPAC17A2.10C	NONE
SPAC17A2.08C	NONE
SPAC17A2.07C	NONE
SPAC17A2.05	YEL047C|YJR051W
SPAC17A2.04C	YBR155W
SPAC17A2.02C	YJR116W|YPR114W
SPAC17A2.01	NONE
SPAC1786.04	NONE
SPAC1786.02	YMR006C|YMR008C|YOL011W
SPAC1786.01C	YKR089C|YOR081C
SPAC1783.01	NONE
SPAC1782.12C	NONE
SPAC1782.06C	YGR132C
SPAC1782.05	YPL152W
SPAC1782.03	NONE
SPAC1782.02C	YJR118C
SPAC1782.01	YHL030W
SPAC1751.04	NONE
SPAC1751.03	NONE
SPAC1751.02C	YNR037C
SPAC1705.03C	YBR078W|YCL048W|YDR055W|YDR522C
SPAC1705.02	YDL085C-A
SPAC16E8.18	NONE
SPAC16E8.17C	YOR142W
SPAC16E8.16	YPR086W
SPAC16E8.14C	YBR261C
SPAC16E8.13	YHL010C
SPAC16E8.12C	NONE
SPAC16E8.10C	YJR113C
SPAC16E8.08	NONE
SPAC16E8.04C	YPR060C
SPAC16E8.02	YGL010W
SPAC16E8.01	YBL007C
SPAC16C9.05	YMR075W
SPAC16C9.04C	YER068W
SPAC16C9.03	YHR170W
SPAC16C9.02C	YLR017W
SPAC16C9.01C	YCR019W
SPAC16A10.08C	NONE
SPAC16A10.03C	YMR231W
SPAC16A10.02	YMR039C
SPAC16A10.01	YJL107C
SPAC1687.23C	NONE
SPAC1687.22C	YLL013C
SPAC1687.21	YOR283W
SPAC1687.19C	NONE
SPAC1687.17C	YBR201W|YDR411C
SPAC1687.16C	YLR056W
SPAC1687.14C	NONE
SPAC1687.09	YJL083W|YKR019C
SPAC1687.08	NONE
SPAC1687.07	YCL012C
SPAC1687.04	NONE
SPAC1687.02	YMR274C
SPAC167.08	NONE
SPAC167.07C	YGL141W
SPAC167.06C	NONE
SPAC167.05	NONE
SPAC1639.01C	YCR034W|YJL196C|YLR372W
SPAC1635.01	YIL114C|YNL055C
SPAC1610.02C	YDR116C
SPAC1610.01	NONE
SPAC16.05C	YLR403W
SPAC16.04	YLR401C
SPAC15F9.01C	NONE
SPAC15E1.10	YCR076C
SPAC15E1.08	YHR013C
SPAC15E1.05C	YGR007W
SPAC15E1.02C	NONE
SPAC15A10.12C	NONE
SPAC15A10.09C	YLR414C
SPAC15A10.07	NONE
SPAC15A10.06	YDR456W
SPAC15A10.05C	YNL200C
SPAC1565.07C	NONE
SPAC1565.05	NONE
SPAC1565.03	NONE
SPAC1565.02C	NONE
SPAC1565.01	YNR018W
SPAC1556.08C	YGL115W
SPAC1556.05C	YGL029W
SPAC1527.03	YCL037C|YDR515W
SPAC14C4.15C	YHR028C|YOR219C
SPAC14C4.12C	YAL034C|YOR338W
SPAC14C4.11	YFL004W|YPL019C
SPAC14C4.10C	NONE
SPAC14C4.07	YJL163C
SPAC14C4.06C	YGL122C
SPAC14C4.05C	YML034W
SPAC14C4.01C	NONE
SPAC1486.09	YOR056C
SPAC1486.08	YJL003W
SPAC1486.07C	YNL185C
SPAC1486.06	YOR209C
SPAC1486.05	YGL092W|YKL068W|YMR047W
SPAC1486.03C	YLR424W
SPAC1486.01	YHR008C
SPAC144.18	YER039C|YGL225W
SPAC144.17C	YLR345W
SPAC144.16	YHR122W
SPAC144.15C	NONE
SPAC144.12	YOR095C
SPAC144.08	YGL018C
SPAC144.07C	YOR262W
SPAC144.05	YLR247C
SPAC144.02	NONE
SPAC144.01	NONE
SPAC1420.01C	NONE
SPAC140.04	NONE
SPAC140.03	NONE
SPAC13G7.12C	YDR147W|YLR133W
SPAC13G7.11	YBR185C
SPAC13G7.10	NONE
SPAC13G7.09C	NONE
SPAC13G7.07	NONE
SPAC13G7.05	YNR019W
SPAC13G7.03	YGR072W
SPAC13G6.15C	YKL159C
SPAC13G6.13	NONE
SPAC13G6.11C	YMR208W
SPAC13G6.10C	NONE
SPAC13G6.09	NONE
SPAC13G6.08	NONE
SPAC13G6.06C	YMR189W
SPAC13G6.05C	YOR115C
SPAC13F5.07C	NONE
SPAC13F5.05	YOR288C
SPAC13F5.04C	YLR181C
SPAC13F5.03C	NONE
SPAC13D6.03C	YML014W
SPAC13C5.06C	NONE
SPAC13C5.05C	YEL058W
SPAC13C5.04	YLR126C
SPAC13C5.01C	YGR135W
SPAC13A11.06	YDL080C|YGR087C|YLR044C|YLR134W
SPAC13A11.05	NONE
SPAC13A11.04C	YMR223W
SPAC1399.05C	NONE
SPAC1399.04C	YHR128W
SPAC1399.02	YBR293W|YCL069W|YGR224W|YPR198W|YPR198W
SPAC1399.01C	NONE
SPAC139.05	YBR006W
SPAC139.03	NONE
SPAC139.02C	YKL120W
SPAC139.01C	YNL085W
SPAC1327.01C	NONE
SPAC12G12.16C	NONE
SPAC12G12.12	NONE
SPAC12G12.11C	YGL082W|YPL191C
SPAC12G12.10	NONE
SPAC12G12.09	NONE
SPAC12G12.08	YHR147C
SPAC12G12.07C	NONE
SPAC12G12.06C	YOL010W
SPAC12G12.02	YGR272C
SPAC12G12.01C	YBL104C
SPAC12B10.16C	NONE
SPAC12B10.15C	YLR154C
SPAC12B10.13	YMR135C
SPAC12B10.10	NONE
SPAC12B10.09	YNL003C
SPAC12B10.08C	NONE
SPAC12B10.06C	YOL071W
SPAC12B10.05	YER078C
SPAC12B10.04	YBR094W
SPAC12B10.03	NONE
SPAC12B10.02C	NONE
SPAC12B10.01C	YKL010C
SPAC1296.06	YPR048W
SPAC1296.05C	NONE
SPAC1296.04	YER046W
SPAC1296.01C	YEL058W
SPAC1250.02	NONE
SPAC11H11.03C	YPL199C
SPAC11H11.02C	NONE
SPAC11H11.01	YCL008C
SPAC11G7.06C	NONE
SPAC11G7.05C	YOR221C
SPAC11G7.01	NONE
SPAC11E3.14	YJL082W|YKR018C
SPAC11E3.13C	YLR343W|YMR215W|YMR307W|YOL030W|YOL132W
SPAC11E3.12	NONE
SPAC11E3.11C	YBL060W
SPAC11E3.10	YJR112W-A
SPAC11E3.05	YDR128W
SPAC11E3.02C	YOR296W
SPAC11E3.01C	YDR334W
SPAC11D3.18C	YGR260W
SPAC11D3.17	NONE
SPAC11D3.16C	NONE
SPAC11D3.15	YKL215C
SPAC11D3.14C	YKL215C
SPAC11D3.13	YDR533C|YMR322C|YOR391C|YPL280W
SPAC11D3.10	NONE
SPAC11D3.09	NONE
SPAC11D3.08C	YDL210W|YGL077C|YKL174C
SPAC11D3.07C	YJL206C
SPAC11D3.06	YDR338C|YHR032W
SPAC11D3.05	NONE
SPAC11D3.04C	NONE
SPAC11D3.03C	NONE
SPAC11D3.02C	NONE
SPAC11D3.01C	NONE
SPAC1142.09	NONE
SPAC1142.06	YDL100C
SPAC1142.04	YOR206W
SPAC1142.02C	YOR007C
SPAC1142.01	YDR333C
SPAC10F6.17C	YOR090C
SPAC10F6.16	YHR132W-A|YNL157W
SPAC10F6.15	NONE
SPAC10F6.14C	NONE
SPAC10F6.13C	YLR027C
SPAC10F6.11C	YLR423C
SPAC10F6.10	YOR119C
SPAC10F6.08C	NONE
SPAC10F6.07C	NONE
SPAC10F6.04	YAL020C
SPAC10F6.03C	YBL039C|YJR103W
SPAC10F6.01C	YJR137C
SPAC1093.05	YJL033W
SPAC1093.04C	YER168C
SPAC1093.03	YNL325C
SPAC1093.02	YBR035C
SPAC1093.01	NONE
SPAC1071.11	NONE
SPAC1071.09C	NONE
SPAC1071.05	YIL110W
SPAC1071.04C	YML055W
SPAC1071.03C	NONE
SPAC1071.02	YIL128W
SPAC1071.01C	YAL043C
SPAC105.03C	YIR023W
SPAC105.02C	YGL242C
SPAC105.01C	YJL094C
SPAC1039.11C	NONE
SPAC1039.08	NONE
SPAC1039.07C	NONE
SPAC1039.06	YGL196W
SPAC1039.05C	YPR022C
SPAC1039.04	YGR260W
SPAC1039.03	NONE
SPAC1039.02	YHR202W
SPAC1039.01	YDL210W|YGL077C|YKL174C
SPAC1006.07	YJL138C|YKR059W
SPAC1006.03C	NONE
SPAC1006.02	NONE
SPAC1002.21	NONE
SPAC1002.20	NONE
SPAC1002.18	NONE
SPAC1002.17C	YHR128W
SPAC1002.16C	YGR260W
SPAC1002.12C	YBR006W
SPAC1002.08C	YMR228W
SPAC1002.05C	YJR119C
SPAC1002.02	YLR018C
SPAC1002.01	YPL041C
SPBC577.14C	NONE
SPAC8E11.10	NONE
SPBC30B4.04C	YPL016W
SPAC977.10	YLR138W
SPAC821.10C	YJR104C
SPAC29B12.04	YFL059W|YMR096W|YNL333W
SPBC887.06C	YOR357C
SPCC16A11.04	YML104C
SPAC167.03C	YOR308C
SPAC607.03C	YEL026W
SPAC3H1.12C	YGL131C
SPAC23G3.07C	YDR073W
SPCC1620.14C	YIL126W|YOR290C
SPAC1250.01	YIL126W|YOR290C
SPAC2G11.08C	NONE
SPBC4B4.05	YFL017W-A
SPBC3E7.14	YPR182W
SPBC11G11.06C	YOR159C
SPBC19C2.14	YLR147C
SPAC2C4.03C	YLR275W
SPAC27D7.07C	YGR074W
SPCC5E4.06	YLR383W
SPAC14C4.02C	YOL034W
SPAC26A3.08	YER029C
SPCC74.01	YDR189W
SPBC3D6.11C	YER116C
SPAC688.06C	YLR135W
SPAP27G11.15	YBR228W
SPBC365.05C	YDR088C
SPAC17G6.13	NONE
SPAC821.08C	YGL116W
SPBC15D4.03	YOR038C
SPBP4H10.21C	YDR489W
SPAC24H6.06	YGL113W
SPAC57A10.10C	YDL051W
SPBC1709.05	YDL229W|YNL209W
SPBC409.05	YDR328C
SPAC3G9.10C	YGR195W
SPCC24B10.13	YDR162C
SPCC16C4.08C	YKL021C
SPBC16H5.11C	YBR133C
SPBC16D10.07C	YDL042C|YOL068C
SPAPYUG7.02C	YOL078W
SPAC12G12.15	YFR048W
SPCC1235.06	NONE
SPBC244.01C	NONE
SPAC24B11.11C	YGR092W|YPR111W
SPAC9G1.09	NONE
SPAC23G3.03	NONE
SPAC23G3.02C	NONE
SPAC18G6.04C	YBR263W
SPAC1F5.09C	YHL007C
SPBC1604.14C	YHL007C
SPAC17G8.09	YBR258C
SPAC1002.10C	NONE
SPAC15A10.15	YOR073W
SPBP35G2.03C	YOR073W
SPAC57A10.14	YPL047W
SPAC1527.02	YBL102W
SPAC31A2.13C	YKL006C-A
SPBC28F2.07	NONE
SPBC8D2.05C	YLL003W
SPCC16A11.14	YLR321C
SPBC8D2.07C	NONE
SPBC21H7.05	YDR362C
SPCC16C4.14C	YGR047C
SPBC336.07	YAL001C
SPAC144.09C	YPR186C
SPAC6F12.11C	YBR123C
SPCC4B3.12	NONE
SPAC3C7.09	YHL039W|YPL208W
SPCC297.04C	NONE
SPBP8B7.07C	NONE
SPCC1739.05	YHR207C
SPAC22E12.11C	YJL105W|YKR029C
SPAC29B12.02C	YJL168C
SPCC306.04C	YHR119W
SPAC5D6.05	YGR104C
SPBC4C3.12	YCR065W
SPCC613.09	YPL083C
SPAC6G9.10C	YLR430W
SPAC15F9.02	YGL100W
SPBC8D2.14C	YLR026C
SPBC26H8.02C	YGR009C|YMR017W
SPCC970.09	YPR055W
SPAC26F1.01	YPR095C
SPAC19A8.01C	YPR095C
SPAC30.01C	YDR170C
SPAC4D7.01C	YDR170C
SPBC409.21	YBR171W
SPCC126.15C	YML105C
SPBC36B7.03	YOR254C
SPAC17G6.09	YPL094C
SPBC354.02C	YLR378C
SPCC1235.10C	YIL068C
SPAC7D4.11C	YLR440C
SPBC8D2.20C	YDL195W
SPBC24C6.05	YIL076W
SPBC16C6.13C	YGL137W
SPBC146.14C	YDR238C
SPCC31H12.07	YPR181C
SPBC776.04	YPR181C
SPBC2A9.08C	YLR268W
SPAC57A7.10C	YNL287W
SPAC23C4.10	YNL272C
SPAC1834.11C	YBR080C
SPAC959.02	YBL050W
SPAC29B12.07	YPL085W
SPCC1183.01	YGL233W
SPBC215.15	YLR208W
SPBC1685.03	YIR022W
SPAC13F5.06C	YLR166C
SPCC584.05	YDR164C
SPAC222.09	YNL251C
SPBC646.13	YBR214W|YGL056C
SPAC4A8.12C	YKL193C
SPCC31H12.05C	YER133W
SPCC330.12C	YKL141W|YMR118C
SPAC140.01	YLL041C
SPAC1556.02C	YJL045W|YKL148C
SPCC18.11C	YDR469W
SPBC106.14C	YGR245C
SPCC16C4.07	YDL224C|YNL197C
SPBC1D7.02C	YER028C|YGL035C|YGL209W
SPBC3B9.15C	YPL006W (KOGS)
SPBC119.06	YBR024W|YBR037C
SPAC688.13	YMR262W
SPAC22E12.14C	YHR205W
SPAC1B9.02C	YHR205W
SPBC18H10.04C	YPR163C
SPAC22H10.07	YBR200W
SPAC16E8.09	YAL041W
SPBC1773.07C	YDR002W
SPBC2G2.03C	YER019C-A|YER087C-B
SPBC23E6.08	NONE
SPBC31F10.06C	YPL218W
SPBC21C3.05	YDL043C
SPBC36.09	YDL030W
SPAC31G5.01	YOR319W
SPAC22F8.10C	YMR240C
SPAC22A12.09C	YJL203W
SPCC1672.02C	NONE
SPAC17C9.06	YNL026W
SPBC14F5.05C	YDR502C|YLR180W
SPCC1840.03	YMR308C
SPAC3G9.14	YLR176C
SPBC12D12.01	YJL019W
SPAC4C5.02C	YLR262C
SPBC32F12.09	NONE
SPBC119.14	YML032C
SPAC22F8.07C	YBR049C|YDR026C
SPBP4H10.09	YER028C|YGL035C|YGL209W
